EditorYear	EdiCount	AutCount
21	39	0.07894736842105263
22	0	0.07894736842105263
23	0	0.15789473684210525
24	0	0.14285714285714285
25	0	0.0
26	0	0.02857142857142857
27	5	0.0
28	1	0.0
29	4	0.0
30	6	0.0
31	33	0.09375
32	3	0.1935483870967742
33	3	0.1
34	7	0.41379310344827586
35	2	0.17857142857142858
36	11	0.21428571428571427
37	0	0.23076923076923078
38	1	0.16
39	6	0.2608695652173913
40	3	0.6956521739130435
41	0	0.5
42	3	0.75
43	10	0.7333333333333333
-20	0	0.0
-2	0	0.0
-1	0	0.0
0	3	0.0
-17	0	0.0
-16	0	0.0
-15	0	0.0
-14	0	0.0
-13	0	0.0
-12	0	0.0
-11	0	0.0
-10	0	0.0
-9	0	0.0
-8	0	0.0
-7	0	0.0
-6	0	0.0
-5	0	0.0
-4	0	0.0
-3	0	0.0
-2	0	0.0
-1	0	0.0
0	12	0.0
1	20	0.0
2	10	0.0
-18	0	0.0
3	16	0.0
4	48	0.0
5	93	0.0
6	44	0.0
7	65	0.0
8	77	0.0
9	50	0.0
10	47	0.0
11	46	0.0
12	69	0.0
13	61	0.0
14	41	0.0
15	168	0.0
16	20	0.0
17	57	0.0
18	33	0.0
19	29	0.0
20	103	0.0
21	47	0.0
22	75	0.0
23	91	0.0
24	135	0.0
25	45	0.0
26	147	0.0
27	267	0.0
28	128	0.0
29	243	0.0
30	195	0.0
31	222	0.0
32	179	0.0
-19	0	0.0
-31	0	0.0
-30	0	0.0
-29	0	0.0
-28	0	0.0
-27	0	0.0
-26	0	0.0
-25	0	0.0
-24	0	0.0
-23	0	0.0
-22	0	0.0
-21	0	0.0
-20	0	0.0
-19	0	0.0
-18	0	0.0
-17	0	0.0
-16	0	0.0
-15	0	0.0
-14	0	0.0
-13	0	0.0
-12	0	0.0
-11	0	0.0
-10	0	0.0
-9	0	0.0
-8	0	0.0
-7	0	0.0
-6	0	0.0
-5	0	0.0
-4	0	0.0
-3	0	0.0
-2	0	0.0
-1	0	0.0
0	5	0.0
1	50	0.0
2	52	0.0
3	32	0.0
4	49	0.0625
5	55	0.0425531914893617
6	57	0.02127659574468085
7	68	0.0425531914893617
8	54	0.0425531914893617
9	90	0.10638297872340426
10	73	0.2
11	104	0.046511627906976744
12	68	0.023809523809523808
13	104	0.07142857142857142
14	51	0.2
15	60	0.20512820512820512
16	56	0.25
17	28	0.17647058823529413
18	55	0.15151515151515152
-34	0	0.0
-33	0	0.0
-32	0	0.0
19	26	0.13333333333333333
