BeAvg	AfAvg	EditorId	IssnId
0.2	0.0	1145	70
0.3	0.5	2384	70
0.2	0.0	2520	70
0.4	0.5	3004	70
0.4	0.5	4501	70
0.1	0.0	7377	70
0.2	0.1	7622	70
0.4	0.3	7809	70
0.1	0.2	8002	70
0.8	1.0	8085	70
0.3	0.3	8996	70
0.9	0.3	10060	70
0.3	0.3	11650	70
0.7	0.7	12075	70
0.0	0.0	13221	70
0.2	0.6	15411	70
1.2	0.3	16134	70
0.4	0.1	16273	70
0.5	0.9	16584	70
0.7	0.9	17048	70
0.6	0.6	18157	70
0.3	0.4	18415	70
0.1	0.0	18493	70
0.2	0.25	18709	70
0.6	1.0	19296	70
0.0	0.2	13460	70
0.0	0.0	3701	70
0.0	0.0	14740	70
0.1	0.2	77	77
0.3	0.3	486	77
0.3333333333333333	0.7	912	77
0.4	0.0	4658	77
0.1	0.0	9120	77
0.1	0.0	9704	77
0.4	0.0	10191	77
0.1	0.0	10327	77
0.1	0.0	12353	77
0.1	0.3	17331	77
0.2	0.2	18876	77
0.0	0.0	3517	77
0.0	0.1	4134	77
0.0	0.1	9185	77
0.0	0.1	17743	77
0.0	0.0	99	77
0.0	0.0	439	77
0.0	0.0	766	77
0.0	0.0	1770	77
0.0	0.0	1829	77
0.0	0.0	2091	77
0.0	0.0	2103	77
0.0	0.0	2749	77
0.0	0.0	3233	77
0.0	0.0	3942	77
0.0	0.0	4797	77
0.0	0.0	6071	77
0.0	0.0	7503	77
0.0	0.0	8502	77
0.0	0.0	9067	77
0.0	0.0	10407	77
0.0	0.0	10455	77
0.0	0.0	13920	77
0.6	0.8	80	40
0.5	0.0	131	40
0.1	0.2	638	40
0.4	0.1	955	40
0.4	1.1	1043	40
0.1	0.2	1194	40
0.1	0.0	1310	40
0.3	0.4	1378	40
0.0	0.1	1380	40
0.9	0.4	1636	40
0.3	0.25	1987	40
0.2	0.0	2375	40
0.7	0.2	3154	40
0.3	0.1	3526	40
0.3	0.3	3792	40
0.1	0.0	4723	40
0.2	0.1	4946	40
0.2	0.6	5957	40
0.5555555555555556	0.5	6269	40
0.8	0.1	7656	40
0.5	0.4	7785	40
0.3	0.0	7978	40
0.2	0.4	8119	40
0.1	0.6	8907	40
0.5	0.1	8960	40
0.1	0.1	9451	40
0.1	0.1	9917	40
0.7	0.2	10546	40
0.2	0.1	10617	40
0.3	0.0	10885	40
0.1111111111111111	0.1	11987	40
0.2	0.2	12318	40
0.2	0.0	12906	40
0.1	0.0	13319	40
0.0	0.2	13371	40
0.1	0.1	13525	40
0.2	1.6	14523	40
0.2	0.2	14716	40
0.1	0.1	15282	40
0.2	0.3	15766	40
0.1	0.3	16217	40
0.2	0.9	16350	40
0.2	0.125	16937	40
0.3	0.0	17435	40
0.3	0.0	17707	40
0.3	0.0	18339	40
0.3333333333333333	0.1	18630	40
0.2	0.7	18840	40
0.0	0.3	1558	40
0.0	0.1	1692	40
0.0	0.1	3014	40
0.0	0.4	4363	40
0.0	0.0	5923	40
0.0	0.2	8244	40
0.0	0.4	8370	40
0.0	0.1	16287	40
0.0	0.1	16707	40
0.0	0.0	217	40
0.0	0.0	1031	40
0.0	0.0	2169	40
0.0	0.0	4876	40
0.0	0.0	6485	40
0.0	0.0	7193	40
0.0	0.0	9601	40
0.0	0.0	12354	40
0.1	0.2	85	85
0.1	0.1	553	85
0.0	0.0	699	85
0.3	0.5	16110	85
0.1	0.1	17467	85
0.0	0.2	1425	85
0.0	0.7	7480	85
0.0	0.1	10372	85
0.0	0.0	4512	85
0.2	0.1	95	15
0.1	0.3	160	15
0.3	0.1	578	15
0.2	0.0	846	15
0.6666666666666666	0.4	1097	15
0.5	0.3	1591	15
0.7	0.5	1889	15
0.1	0.3	2462	15
0.4	2.4	2483	15
0.2	0.5	3826	15
0.3	0.3333333333333333	4330	15
0.2	0.3	4555	15
0.375	0.9	4925	15
0.4	0.2	5623	15
0.2	0.0	5930	15
0.2222222222222222	0.0	6640	15
0.1	0.4	6661	15
0.6	0.9	6993	15
0.2	0.0	7173	15
0.3	0.2	7203	15
0.1	0.6	7481	15
0.1	0.0	7902	15
0.1	0.1	8021	15
0.1428571428571428	0.1	8065	15
0.1	0.3	8129	15
0.3	0.0	8716	15
0.1	0.0	8789	15
0.1	0.0	9471	15
0.4444444444444444	0.4	9745	15
0.1	0.0	9768	15
0.1	0.1	9956	15
0.4	0.2	10052	15
0.1	0.3	10307	15
0.0	0.0	10357	15
0.25	0.2	10688	15
0.1	0.0	11536	15
0.4	1.3	12512	15
0.1	0.1	12595	15
0.3333333333333333	0.3	12704	15
0.3	0.2	12712	15
0.1	0.2	12802	15
0.2	0.0	13279	15
0.2	0.1	13481	15
0.2	0.1	13523	15
0.1	0.125	13786	15
0.0	0.0	13915	15
0.6	0.6	14747	15
0.2	0.5	17910	15
0.6	0.0	18286	15
0.1	0.3	18523	15
0.2	0.3	18724	15
0.1	0.1	18860	15
0.6	1.5	19272	15
0.0	0.3	871	15
0.0	0.2	934	15
0.0	0.1	2790	15
0.0	0.2	2835	15
0.0	0.5	7614	15
0.0	0.1	8981	15
0.0	0.6	9058	15
0.0	0.3	9856	15
0.0	0.1	11897	15
0.0	0.2	12861	15
0.0	0.0	15	15
0.0	0.0	324	15
0.0	0.0	1673	15
0.0	0.0	2979	15
0.0	0.0	3888	15
0.0	0.0	5187	15
0.0	0.0	5319	15
0.0	0.0	8282	15
0.0	0.0	8596	15
0.0	0.0	8923	15
0.0	0.0	11483	15
0.0	0.0	13240	15
0.0	0.0	95	95
0.1	0.0	443	95
0.0	0.0	578	95
0.2	0.0	3988	95
0.0	0.0	8789	95
0.1	0.1	12137	95
0.0	0.3	12666	95
0.1	0.0	15178	95
0.2	0.0	16461	95
0.0	0.1	10211	95
0.0	0.0	17639	95
0.0	0.0	1407	95
0.0	0.0	6042	95
0.0	0.0	6353	95
0.0	0.0	6954	95
0.0	0.0	9605	95
0.0	0.0	10938	95
0.0	0.0	14421	95
0.0	0.0	14575	95
0.0	0.0	14603	95
0.0	0.0	18804	95
0.4	1.0	105	105
0.2	0.8	3388	105
0.8	1.1	7927	105
0.1	0.0	13514	105
0.2857142857142857	0.2	14633	105
0.9	0.4	17430	105
0.2	0.9	19310	105
0.0	0.7	5510	105
0.0	0.1	5937	105
0.0	0.4	17284	105
0.0	0.6	18059	105
0.0	0.1	18527	105
0.0	0.0	15856	105
0.0	0.0	19178	105
0.2	0.6	109	109
0.5	0.1	13338	109
0.0	0.1	4072	109
0.0	1.1	12707	109
0.0	0.5	14848	109
0.0	0.0	7359	109
0.0	0.0	15624	109
0.2222222222222222	0.1	117	117
0.1	0.1	218	117
0.2	0.3	233	117
0.5	0.5	676	117
0.6	0.4	881	117
0.7	0.6	931	117
0.4	0.2	1362	117
0.3	0.6	1515	117
0.8	0.4	1641	117
0.5	0.0	1690	117
0.4	0.1	2143	117
0.3	0.2	2473	117
0.4	0.6	2742	117
0.3	0.0	3304	117
0.1	0.2	5155	117
0.2	0.1	5348	117
0.2	0.1	6520	117
0.4285714285714285	0.1	6622	117
0.7142857142857143	0.4	6636	117
0.1	0.3	6773	117
0.2	0.2	7282	117
0.5	0.2	7764	117
0.2	0.1	7812	117
0.4	0.6	7972	117
0.6	0.2	8217	117
0.75	0.5	8428	117
0.125	0.7	10588	117
0.3	0.4	11104	117
0.8	0.6	12330	117
0.2	0.0	12418	117
0.0	0.2	12595	117
0.375	0.4	13744	117
0.2222222222222222	0.1	13754	117
0.3	0.4	14048	117
0.4	0.0	17335	117
0.3	0.1	18453	117
0.3	0.2	19322	117
0.0	0.1	6131	117
0.0	0.0	2937	117
0.375	0.2	120	120
0.2	0.6	561	120
0.1	0.1	800	120
0.1	0.3	888	120
0.1	0.2	1108	120
0.3	0.6	2662	120
0.5	0.6	3812	120
0.4	0.0	4818	120
0.1	0.1	5136	120
0.8	1.1	5773	120
0.6666666666666666	0.8	6123	120
0.25	0.1	6729	120
0.9	0.5	7778	120
0.4	0.0	8947	120
0.2	1.0	9084	120
0.1111111111111111	0.6	9381	120
0.2	0.0	9542	120
0.125	0.1	9848	120
0.3333333333333333	0.0	9891	120
0.2	0.2	9923	120
0.1	0.1	10373	120
0.2	0.4	10527	120
0.4	0.0	10621	120
1.0	0.8	10652	120
0.25	0.0	11319	120
0.1	0.3	11529	120
0.1666666666666666	0.0	13468	120
0.1	0.1	14424	120
0.2	0.2	15246	120
0.1	0.4	15756	120
0.2	0.7142857142857143	17519	120
0.2	0.1	18395	120
0.0	0.3	490	120
0.0	0.1	1724	120
0.0	0.1	3306	120
0.0	0.8	3840	120
0.0	1.0	4157	120
0.0	0.4	5653	120
0.0	0.1	7631	120
0.0	0.5	7732	120
0.0	0.3	8342	120
0.0	0.3	10214	120
0.0	0.1	10354	120
0.0	0.6	11315	120
0.0	0.1	14015	120
0.0	0.4	14276	120
0.0	0.1	16945	120
0.0	2.4	18763	120
0.0	0.0	949	120
0.0	0.0	8851	120
0.0	0.0	11726	120
0.0	0.0	12236	120
0.0	0.0	15418	120
0.0	0.0	15931	120
0.1	0.1	125	31
0.2	0.4	128	31
0.1	0.1	355	31
0.3	0.5	472	31
0.2	0.1	659	31
0.4285714285714285	0.3	817	31
0.5	0.6	820	31
0.2857142857142857	0.2	1645	31
0.1	0.1	1697	31
0.9	0.6	2699	31
0.2	0.1	2727	31
0.2857142857142857	0.5	2799	31
1.0	0.2	2837	31
0.6	0.7	2921	31
0.2	0.1	2967	31
0.2222222222222222	0.6	3017	31
0.3	0.0	3111	31
0.4	0.2	3802	31
0.625	0.4	3976	31
0.2857142857142857	0.9	4206	31
0.6	0.3	4415	31
0.1111111111111111	0.2	5021	31
0.1	0.6	5509	31
0.375	0.4	5654	31
0.1	0.2	5794	31
0.2	0.4	8079	31
0.3	0.4	8377	31
0.2	0.0	8390	31
0.7	0.9	8625	31
0.4	0.6	9262	31
0.2	0.4	9658	31
0.2857142857142857	0.1	9864	31
0.4	0.3	9943	31
0.5	0.5	10245	31
0.2857142857142857	0.3	10286	31
0.3	0.3	10368	31
0.1	0.0	10731	31
1.3	0.5	10880	31
0.1	0.0	11123	31
0.2	0.4	11414	31
0.3	1.2	12334	31
0.1	0.6	12557	31
0.2	0.5	12701	31
0.2	0.3	12798	31
0.1	0.2	13322	31
0.25	1.0	13573	31
0.1	0.0	13729	31
0.1428571428571428	0.0	14050	31
0.1	0.0	14274	31
0.2	0.5	14940	31
0.8	0.7	15243	31
0.3	0.6	16103	31
0.4285714285714285	0.7	16771	31
0.5	0.5	16875	31
0.2	0.4	17361	31
0.125	0.3	17402	31
0.2	0.2	17883	31
0.1	0.2	18635	31
0.3	0.6	18684	31
0.1	0.3	19492	31
0.0	0.1	1245	31
0.0	0.3	1619	31
0.0	0.5	2474	31
0.0	0.1	2844	31
0.0	0.1	5877	31
0.0	0.2	6976	31
0.0	0.2	7646	31
0.0	0.3	12626	31
0.0	0.4	14860	31
0.0	0.1	17373	31
0.0	0.3	18331	31
0.0	0.2	18935	31
0.0	0.0	2748	31
0.0	0.0	9289	31
0.0	0.0	12815	31
0.0	0.0	15522	31
0.0	0.0	16146	31
0.1	0.0	129	129
0.1	0.3	364	129
0.0	0.1	2023	129
0.2	0.1	4180	129
0.1	0.1	4197	129
0.1111111111111111	0.1	10910	129
0.1	0.2222222222222222	15028	129
0.0	0.0	17040	129
0.1	0.0	18241	129
0.0	0.1	777	129
0.0	0.1	1287	129
0.0	0.2	1797	129
0.0	0.1	2617	129
0.0	0.0	2893	129
0.0	0.2	3856	129
0.0	0.1	3893	129
0.0	0.1	4125	129
0.0	0.1	5405	129
0.0	0.2	5414	129
0.0	0.1	6688	129
0.0	0.1111111111111111	7557	129
0.0	0.1	9706	129
0.0	0.1	10140	129
0.0	0.1	10484	129
0.0	0.1	10608	129
0.0	0.3	11462	129
0.0	0.2	11581	129
0.0	0.2	12048	129
0.0	0.1	17966	129
0.0	0.2	19141	129
0.0	0.1	19353	129
0.0	0.0	507	129
0.0	0.0	1314	129
0.0	0.0	1731	129
0.0	0.0	2250	129
0.0	0.0	2864	129
0.0	0.0	3437	129
0.0	0.0	5928	129
0.0	0.0	6261	129
0.0	0.0	6332	129
0.0	0.0	6800	129
0.0	0.0	7086	129
0.0	0.0	7139	129
0.0	0.0	7174	129
0.0	0.0	7506	129
0.0	0.0	7664	129
0.0	0.0	8130	129
0.0	0.0	8345	129
0.0	0.0	9740	129
0.0	0.0	9791	129
0.0	0.0	9802	129
0.0	0.0	10490	129
0.0	0.0	10776	129
0.0	0.0	12057	129
0.0	0.0	12267	129
0.0	0.0	12641	129
0.0	0.0	15424	129
0.0	0.0	17207	129
0.0	0.0	18685	129
0.0	0.0	18695	129
0.0	0.0	19081	129
0.0	0.0	19550	129
0.0	0.0	19736	129
0.2222222222222222	0.4	142	142
0.2	0.1	1412	142
0.6666666666666666	0.3	2514	142
0.6666666666666666	0.2	7415	142
0.3	1.0	16075	142
0.2	0.4	18480	142
0.0	0.0	5388	142
0.0	0.0	12607	142
0.0	2.4	142	143
0.0	0.4	385	143
0.0	0.1	1564	143
0.0	0.1	2765	143
0.0	0.4	4150	143
0.0	0.4	5379	143
0.0	0.1	5551	143
0.0	0.1	5762	143
0.0	0.2	9245	143
0.0	0.2	10419	143
0.0	0.2	13751	143
0.0	3.1	16164	143
0.0	0.2	17902	143
0.0	0.4	18515	143
0.0	0.0	4657	143
0.0	0.0	7897	143
0.6	0.7	144	144
0.9	0.0	1893	144
1.1	0.9	17776	144
0.0	0.2	14673	144
0.5	0.5	149	149
0.1	0.0	11309	149
0.1	0.7	14330	149
0.0	0.0	8284	149
0.0	0.0	13363	149
0.0	0.0	18348	149
0.5	0.7	161	161
1.2	0.6	331	161
0.1	0.1	333	161
0.7	0.8	417	161
0.3	1.0	771	161
0.1	0.0	1565	161
0.1	0.0	1609	161
1.2	1.6	2964	161
0.1	0.0	6833	161
0.2	0.0	7195	161
0.3333333333333333	0.1	9149	161
1.3	1.2	11360	161
0.6	0.6	13919	161
0.4	0.5	13967	161
0.1	0.1	14047	161
0.2	0.2	14915	161
0.2	0.5	14923	161
0.1	0.0	15879	161
0.3	0.4	17291	161
0.1	0.1428571428571428	17326	161
0.5	0.6	17645	161
0.4285714285714285	0.0	17974	161
0.9	0.6	18182	161
0.0	0.1	6490	161
0.0	0.1	7288	161
0.0	0.2	7460	161
0.0	0.2	11248	161
0.0	0.1	12621	161
0.0	0.2	13186	161
0.0	0.1666666666666666	13977	161
0.0	0.1	18069	161
0.0	0.0	2010	161
0.0	0.0	11132	161
0.0	0.0	12097	161
0.0	0.0	12253	161
0.0	0.0	17060	161
0.0	0.0	18468	161
0.2	0.0	165	165
0.6	0.4	658	165
0.2	0.1	1771	165
0.2	0.5	3047	165
0.5	0.3	3585	165
0.2	0.0	6668	165
0.1	0.0	9365	165
0.5	1.1	12572	165
0.3	0.0	12725	165
0.2	0.0	13371	165
0.3	0.0	16494	165
0.0	0.3	14180	165
0.0	0.0	18559	165
0.0	0.0	427	165
0.0	0.0	9879	165
0.6	0.2	171	171
0.5	0.5	2927	171
0.1	0.0	3317	171
0.1	0.2	3800	171
0.2	0.7	5097	171
0.1111111111111111	1.2	5179	171
0.4	0.1	6199	171
0.1	0.0	6540	171
0.1	0.4	6771	171
0.4	0.1	7602	171
0.4	0.3	9026	171
0.5	0.1	11713	171
0.1428571428571428	0.4	12910	171
0.1428571428571428	0.1	13880	171
0.2	0.0	14079	171
0.2	0.4	14286	171
0.1	0.1	14442	171
0.1	0.0	14885	171
0.1111111111111111	0.2	16595	171
0.2	0.1	16648	171
1.2	0.3	19158	171
0.125	0.2	19643	171
0.0	0.1	1590	171
0.0	0.2	3245	171
0.0	0.4	13662	171
0.0	0.1	14179	171
0.0	0.4	14998	171
0.0	0.1	16612	171
0.0	0.2	19523	171
0.0	0.3	19612	171
0.0	0.0	786	171
0.0	0.0	9338	171
0.0	0.0	10121	171
0.0	0.0	11600	171
0.0	0.0	11794	171
0.1	0.0	174	174
0.9	0.5	15233	174
0.0	0.0	17139	174
0.5	0.4	18706	174
0.0	0.2	14005	174
0.0	0.0	4289	174
0.0	0.0	12019	174
0.0	0.0	14109	174
0.0	0.0	14975	174
0.1666666666666666	0.2	184	184
0.2	0.0	294	184
0.5	0.6	590	184
0.2	0.1	805	184
0.6	0.1	1065	184
0.1	0.0	1091	184
0.2	0.2	1259	184
0.125	0.1	1289	184
0.4285714285714285	0.1	1584	184
0.3	0.2	1688	184
0.3	0.2	2369	184
1.5	0.3	2698	184
0.6	0.5	3453	184
0.8888888888888888	0.1	4650	184
0.2	0.3	5609	184
0.125	0.1	6433	184
1.0	0.2	6898	184
0.4	0.3	7535	184
0.2	0.5	7670	184
0.6	0.3	9059	184
0.25	0.2	9232	184
0.5	0.1	9485	184
0.4	0.1	9931	184
0.625	0.3	9964	184
0.4	0.4	10260	184
0.2	0.2	11240	184
0.0	0.1	12757	184
0.1	0.0	13395	184
0.375	0.0	13499	184
0.1	0.1	14062	184
0.125	0.4	14993	184
0.1666666666666666	0.2	15010	184
0.2	0.1	15583	184
0.4	0.8	16741	184
0.125	0.3	17166	184
0.4	0.4	17194	184
0.125	0.1	17580	184
0.1	0.0	18291	184
0.1428571428571428	0.0	18509	184
0.4285714285714285	0.4	19667	184
0.0	0.1	2051	184
0.0	0.3	2152	184
0.0	0.1	5964	184
0.0	0.4	5985	184
0.0	0.4	6048	184
0.0	0.1	7685	184
0.0	0.1	13493	184
0.0	0.1	14552	184
0.0	0.1	16678	184
0.0	0.2	17412	184
0.0	0.0	19091	184
0.0	0.1	19636	184
0.0	0.0	9857	184
0.0	0.0	12469	184
0.0	0.0	14037	184
0.0	0.0	16252	184
0.0	0.0	184	11
0.1	0.0	886	11
0.1428571428571428	0.2	3023	11
0.0	0.1	4089	11
0.0	0.0	4101	11
0.0	0.0	5623	11
0.0	0.0	6776	11
0.3	0.0	7836	11
0.1428571428571428	0.2	8065	11
0.0	0.0	8625	11
0.1	0.0	9099	11
0.1	0.1	9471	11
0.1	0.1	10357	11
0.2	0.3	10880	11
0.0	0.0	10950	11
0.1	0.1	11225	11
0.0	0.0	12557	11
0.0	0.0	15243	11
0.0	0.4	300	11
0.0	0.0	3306	11
0.0	0.1	6289	11
0.0	0.2	8859	11
0.0	0.1	10018	11
0.0	0.1	13405	11
0.0	0.7	17924	11
0.0	0.0	11	11
0.0	0.0	1537	11
0.0	0.0	2197	11
0.0	0.0	2297	11
0.0	0.0	2600	11
0.0	0.0	3983	11
0.0	0.0	6353	11
0.0	0.0	7497	11
0.0	0.0	7799	11
0.0	0.0	9137	11
0.0	0.0	10155	11
0.0	0.0	10782	11
0.0	0.0	13244	11
0.0	0.0	17486	11
0.0	0.0	18514	11
0.2	0.0	187	187
0.2	0.1	1306	187
0.6	0.1	2557	187
0.2	0.5	7073	187
0.3	0.4	9966	187
0.2	0.0	12862	187
0.4	0.0	14952	187
0.3	1.9	18644	187
0.3	0.9	19370	187
0.2	0.0	19738	187
0.0	0.1	327	187
0.0	0.2	2421	187
0.0	1.2	7346	187
0.0	0.1	14679	187
0.0	0.0	1232	187
0.7	0.0	195	73
0.1111111111111111	0.3	1854	73
0.4	0.4	3621	73
0.3	0.5	11530	73
0.2	0.6	14125	73
0.2	0.1	14741	73
0.2	0.5	17824	73
0.0	0.2	6944	73
0.0	0.3333333333333333	17014	73
0.0	0.0	3715	73
0.1	0.7	198	198
0.6	0.1	1683	198
0.2	0.0	2309	198
0.5	1.7	3519	198
0.3	0.4	3879	198
0.4	0.2	3880	198
0.1	0.125	6835	198
0.3	0.0	6906	198
0.3	1.1	11399	198
0.1	0.2	14891	198
0.4	0.3	18728	198
0.2	0.4	18750	198
0.5	0.4	19645	198
0.0	0.3	11264	198
0.2	0.1	202	202
0.1	0.9	1714	202
0.2	0.1	7566	202
0.9	0.3	13784	202
0.0	0.9	2382	202
0.0	1.4	11614	202
0.0	0.3	16405	202
0.0	0.1	18363	202
0.1	0.1	205	206
0.0	0.4	1582	206
0.4	0.5	5244	206
