EditorYear	AutPercent	Cohort
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.22641509433962265	0
-2	0.0	0
-1	0.1724137931034483	0
0	0.0	0
1	0.26666666666666666	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.075	0
-3	0.0	0
-2	0.11494252873563218	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.07964601769911504	0
-3	0.20930232558139536	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.07627118644067797	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.08653846153846154	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.10975609756097561	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.014492753623188406	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.009708737864077669	0
-5	0.3333333333333333	0
-4	0.6	0
-3	0.2	0
-2	0.0	0
-1	0.3333333333333333	0
0	0.6666666666666666	0
1	0.42857142857142855	0
2	0.5	0
3	0.3333333333333333	0
4	0.75	0
5	0.0	0
-5	0.21621621621621623	0
-4	0.060810810810810814	0
-3	0.17777777777777778	0
-2	0.09411764705882353	0
-1	0.24561403508771928	0
0	0.0	0
1	0.0	0
2	0.08994708994708994	0
3	0.0	0
4	0.03636363636363636	0
5	0.0	0
-5	0.3181818181818182	0
-4	0.19718309859154928	0
-3	0.0	0
-2	0.06521739130434782	0
-1	0.06624605678233439	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.2	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.027586206896551724	0
-4	0.02247191011235955	0
-3	0.049689440993788817	0
-2	0.08974358974358974	0
-1	0.027586206896551724	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.09090909090909091	0
-1	0.05454545454545454	0
0	0.0	0
1	0.0	0
2	0.15	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.2116788321167883	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.5575221238938053	0
4	0.21	0
5	0.15328467153284672	0
-5	0.0	0
-4	1.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.09166666666666666	0
-4	0.06790123456790123	0
-3	0.0718954248366013	0
-2	0.0	0
-1	0.21686746987951808	0
0	0.0	0
1	0.15948275862068967	0
2	0.19786096256684493	0
3	0.0	0
4	0.0	0
5	0.1907514450867052	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.015384615384615385	0
2	0.0	0
3	0.03773584905660377	0
4	0.0	0
5	0.015625	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.2	0
0	0.5	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.3333333333333333	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.014285714285714285	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.04395604395604396	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.1619718309859155	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.1	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.5	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	1.0	0
-3	1.0	0
-2	0.0	0
-1	0.375	0
0	0.0	0
1	0.0	0
2	0.3333333333333333	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.5	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	1.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.5	0
-5	0.0	0
-4	0.3333333333333333	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.2	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.1111111111111111	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.2	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.2	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.27710843373493976	0
-4	0.3108108108108108	0
-3	0.6461538461538462	0
-2	0.0	0
-1	0.24210526315789474	0
0	0.0	0
1	0.2658959537572254	0
2	0.19166666666666668	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.06748466257668712	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.34782608695652173	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.02127659574468085	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	1.0	0
-3	0.0	0
-2	1.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.2	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.3333333333333333	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.17088607594936708	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	1.0	0
-1	0.5	0
0	0.6	0
1	0.0	0
2	0.5	0
3	0.3333333333333333	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.5	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.4367816091954023	0
2	0.0	0
3	0.24	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.2857142857142857	0
-3	0.2	0
-2	0.0	0
-1	0.0	0
0	0.2	0
1	0.14285714285714285	0
2	0.25	0
3	0.25	0
4	0.0	0
5	0.2	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.5	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0975609756097561	0
-3	0.0	0
-2	0.18518518518518517	0
-1	0.1623931623931624	0
0	0.0	0
1	0.042105263157894736	0
2	0.24731182795698925	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.02043132803632236	0
-4	0.13398058252427184	0
-3	0.0	0
-2	0.0718954248366013	0
-1	0.0410958904109589	0
0	0.0	0
1	0.03177966101694915	0
2	0.0	0
3	0.029079159935379646	0
4	0.09507042253521127	0
5	0.0	0
-5	0.0	0
-4	0.30666666666666664	0
-3	0.0	0
-2	0.3698630136986301	0
-1	0.6	0
0	0.0	0
1	0.0	0
2	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
-5	0.0	0
-4	1.0	0
-3	0.14583333333333334	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.3333333333333333	0
-4	0.0	0
-3	0.11688311688311688	0
-2	0.45454545454545453	0
-1	0.265625	0
0	0.0	0
1	0.0	0
2	0.480225988700565	0
3	0.0	0
4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.041916167664670656	0
-4	0.04642857142857143	0
-3	0.104	0
-2	0.022123893805309734	0
-1	0.04727272727272727	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0728476821192053	0
4	0.019271948608137045	0
5	0.06666666666666667	0
-5	0.379746835443038	0
-4	0.0	0
-3	0.2	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	1.0	0
4	0.0	0
5	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.5	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0896551724137931	0
-4	0.1423487544483986	0
-3	0.16091954022988506	0
-2	0.24774774774774774	0
-1	0.29777777777777775	0
0	0.0	0
1	0.2671957671957672	0
2	0.08086253369272237	0
3	0.12844036697247707	0
4	0.2158273381294964	0
5	0.04437869822485207	0
-5	0.24444444444444444	0
-4	0.0	0
-3	0.02631578947368421	0
-2	0.1323529411764706	0
-1	0.22935779816513763	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.28	0
4	0.0	0
5	0.15	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.061016949152542375	0
-4	0.05405405405405406	0
-3	0.10357142857142858	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.07160493827160494	0
2	0.14049586776859505	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.1592920353982301	0
-3	0.06481481481481481	0
-2	0.0	0
-1	0.05263157894736842	0
0	0.0	0
1	0.04950495049504951	0
2	0.07	0
3	0.15306122448979592	0
4	0.11627906976744186	0
5	0.08	0
-5	1.0	0
-4	0.4064516129032258	0
-3	0.25	0
-2	0.5434782608695652	0
-1	0.5	0
0	0.0	0
1	0.0	0
2	0.3333333333333333	0
3	1.0	0
4	0.3333333333333333	0
5	0.2857142857142857	0
-5	0.0	0
-4	0.0	0
-3	0.08333333333333333	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.125	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.5142857142857142	0
-4	1.0	0
-3	0.33962264150943394	0
-2	0.4953271028037383	0
-1	0.20689655172413793	0
0	1.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.5930232558139535	0
5	0.0	0
-5	0.0	0
-4	0.47368421052631576	0
-3	0.0	0
-2	0.10714285714285714	0
-1	0.22807017543859648	0
0	0.0	0
1	0.0	0
2	0.2	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.234375	0
-4	0.21153846153846154	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.05945945945945946	0
2	0.1743119266055046	0
3	0.0	0
4	0.10857142857142857	0
5	0.1366906474820144	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.11428571428571428	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.01282051282051282	0
2	0.0	0
3	0.015873015873015872	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.14285714285714285	0
0	0.125	0
1	0.0	0
2	0.25	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.18556701030927836	0
-1	0.1518987341772152	0
0	0.5	0
1	0.49333333333333335	0
2	0.1721311475409836	0
3	0.1794871794871795	0
4	0.23529411764705882	0
5	0.18691588785046728	0
-5	0.25	0
-4	0.2	0
-3	0.0	0
-2	0.25	0
-1	0.0	0
0	0.16666666666666666	0
1	0.0	0
2	0.2	0
3	0.07142857142857142	0
4	0.2857142857142857	0
5	0.375	0
-5	0.0	0
-4	0.0	0
-3	0.23404255319148937	0
-2	0.28	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0718954248366013	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.09473684210526316	0
-4	0.0	0
-3	0.06722689075630252	0
-2	0.10828025477707007	0
-1	0.03508771929824561	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0784313725490196	0
4	0.016260162601626018	0
5	0.12345679012345678	0
-5	0.0	0
-4	0.0	0
-3	0.6666666666666666	0
-2	0.2	0
-1	0.0	0
0	0.3333333333333333	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.1837837837837838	0
-3	0.0	0
-2	0.07011070110701106	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.054441260744985676	0
4	0.0	0
5	0.07658643326039387	0
-5	0.0380952380952381	0
-4	0.0945945945945946	0
-3	0.012658227848101266	0
-2	0.0594059405940594	0
-1	0.07058823529411765	0
0	0.0	0
1	0.04878048780487805	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.58	0
-2	0.0	0
-1	0.2709677419354839	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.0	0
-1	0.0	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	0.0	0
-4	0.0	0
-3	0.0	0
-2	0.3076923076923077	0
-1	0.1388888888888889	0
0	0.0	0
1	0.0	0
2	0.0	0
3	0.0	0
4	0.0	0
5	0.0	0
-5	1.0	0
-4	0.0	0
-3	1.0	0
-2	0.0	0
-1	0.25	0
0	1.0	0
