EditorId	IssnId	gender
1489	5	male
2155	5	male
2404	5	male
2497	5	male
2525	5	female
2978	5	female
3019	5	male
3148	5	male
4696	5	female
4769	5	female
5760	5	female
7108	5	male
7534	5	male
7672	5	male
7790	5	male
8585	5	female
8887	5	male
9049	5	male
9301	5	male
9487	5	male
9941	5	female
10389	5	male
10648	5	male
11491	5	male
11807	5	male
13766	5	male
14221	5	male
14453	5	male
14656	5	female
14822	5	female
15949	5	male
16015	5	male
16096	5	male
16618	5	female
17691	5	male
17903	5	male
18461	5	male
18672	5	male
18799	5	male
19267	5	male
6	6	male
28	6	female
176	6	male
227	6	male
262	6	male
441	6	male
450	6	male
559	6	male
585	6	male
725	6	male
773	6	male
926	6	male
942	6	female
966	6	male
1012	6	male
1037	6	male
1146	6	female
1264	6	male
1346	6	male
1372	6	male
1473	6	male
1513	6	male
1759	6	male
1781	6	female
1798	6	male
1815	6	male
2025	6	male
2214	6	male
2500	6	male
2608	6	male
2843	6	male
2866	6	male
3046	6	male
3063	6	male
3088	6	male
3128	6	male
3441	6	male
3445	6	male
3465	6	male
3476	6	female
3516	6	male
3567	6	male
3601	6	male
3607	6	male
3749	6	male
4274	6	male
4402	6	female
4593	6	male
4659	6	male
4898	6	male
5251	6	male
5288	6	male
5677	6	female
5755	6	male
5857	6	female
6168	6	male
6322	6	male
6532	6	female
6769	6	female
6935	6	male
6986	6	male
7036	6	male
7525	6	male
7637	6	male
7871	6	female
7924	6	female
8177	6	male
8193	6	male
8196	6	male
8343	6	male
8405	6	female
8487	6	male
8527	6	male
8597	6	male
8619	6	male
8633	6	male
8664	6	female
8689	6	male
9071	6	male
9134	6	female
9333	6	female
9363	6	male
9371	6	male
9470	6	male
9508	6	male
9631	6	male
9635	6	male
9662	6	male
9914	6	male
10036	6	male
10065	6	male
10124	6	male
10144	6	male
10176	6	male
10291	6	male
10363	6	female
10382	6	female
10507	6	male
10514	6	male
10555	6	male
10621	6	male
10636	6	male
10659	6	male
10684	6	male
10760	6	male
10769	6	male
10792	6	male
10828	6	male
10906	6	male
10956	6	male
11050	6	male
11105	6	male
11217	6	male
11258	6	male
11273	6	male
11348	6	male
11374	6	female
11413	6	male
11510	6	male
11758	6	male
12124	6	female
12184	6	male
12454	6	female
12749	6	female
12803	6	male
12836	6	male
12939	6	male
13132	6	male
13141	6	male
13144	6	female
13225	6	female
13318	6	male
13462	6	female
13794	6	male
13850	6	male
14233	6	male
14325	6	male
14424	6	male
14845	6	male
15682	6	male
15686	6	male
16370	6	male
16527	6	male
17168	6	male
17171	6	male
17323	6	male
17464	6	male
17937	6	male
18259	6	male
18488	6	male
18721	6	male
18826	6	male
18859	6	male
18913	6	male
19124	6	male
19126	6	male
19134	6	female
19211	6	male
19246	6	male
19378	6	male
19566	6	male
7	7	male
2629	7	male
6005	7	male
9774	7	male
12593	7	male
14169	7	male
15600	7	male
17248	7	male
17279	7	male
17452	7	male
19077	7	male
19731	7	male
8	8	male
162	8	male
391	8	male
501	8	male
810	8	male
1013	8	male
1118	8	male
1204	8	male
1554	8	female
1669	8	male
1670	8	male
2034	8	male
2323	8	male
2593	8	male
2723	8	male
2850	8	male
2878	8	male
3011	8	male
3209	8	female
3344	8	male
3774	8	male
4154	8	male
4277	8	female
4305	8	female
4369	8	male
4549	8	male
4870	8	male
5050	8	male
5390	8	male
5659	8	male
5674	8	male
5848	8	male
5906	8	male
6105	8	male
6115	8	male
6367	8	male
6659	8	male
6806	8	male
6974	8	male
7117	8	female
7212	8	male
7382	8	male
8088	8	male
8143	8	male
8213	8	male
8667	8	male
8722	8	male
9199	8	male
9230	8	male
9276	8	male
9557	8	male
9699	8	male
10174	8	male
10491	8	male
10924	8	male
11089	8	female
11148	8	male
12154	8	male
12361	8	male
12757	8	male
13008	8	male
14162	8	male
14185	8	male
14495	8	male
14631	8	male
14774	8	male
15020	8	male
15208	8	male
15349	8	male
16898	8	male
17240	8	male
17844	8	female
18351	8	male
18420	8	male
18654	8	female
9	9	male
146	9	male
156	9	male
235	9	male
625	9	male
712	9	male
823	9	male
1112	9	male
1409	9	male
1480	9	male
1521	9	male
1584	9	male
1652	9	female
1936	9	female
2179	9	male
2578	9	male
3209	9	female
3349	9	male
3666	9	male
4204	9	male
4404	9	male
4650	9	male
5112	9	male
5123	9	male
5156	9	male
5168	9	male
5256	9	male
5451	9	male
5573	9	male
5862	9	male
5982	9	male
5988	9	male
6062	9	male
6785	9	male
6867	9	male
6874	9	male
7321	9	male
7790	9	male
7832	9	male
7859	9	male
8101	9	male
8466	9	female
8921	9	male
9202	9	male
9341	9	male
9671	9	male
9788	9	male
10125	9	male
10821	9	male
11130	9	male
11276	9	male
11299	9	male
11693	9	male
12376	9	male
12467	9	male
12781	9	female
13568	9	male
13723	9	male
13913	9	male
14362	9	male
14628	9	male
15506	9	male
15527	9	male
15943	9	male
16299	9	male
16403	9	male
17407	9	male
19243	9	male
19465	9	male
19535	9	male
11	11	male
184	11	male
300	11	male
802	11	male
811	11	male
886	11	male
1537	11	male
2197	11	male
2297	11	male
2464	11	female
2600	11	male
3023	11	male
3248	11	female
3306	11	male
4089	11	male
4101	11	male
5014	11	male
5623	11	male
6289	11	male
6353	11	male
6776	11	male
7497	11	male
7505	11	male
7799	11	female
7836	11	male
8134	11	male
8625	11	male
8859	11	male
9004	11	male
9099	11	male
9137	11	male
9439	11	male
9471	11	male
10018	11	male
10155	11	male
10357	11	male
10706	11	male
10880	11	male
10950	11	male
12557	11	male
13049	11	male
13244	11	male
13405	11	male
15243	11	male
17486	11	male
17924	11	male
18514	11	male
19248	11	male
12	12	male
344	12	male
2006	12	male
2867	12	male
5821	12	female
6407	12	male
6733	12	male
7032	12	male
7183	12	male
7386	12	male
10131	12	male
14365	12	female
16135	12	male
17239	12	female
17991	12	male
18074	12	male
18427	12	male
18433	12	male
18629	12	male
18703	12	male
19067	12	male
19276	12	male
19470	12	male
14	14	male
258	14	male
296	14	female
572	14	female
641	14	male
725	14	male
826	14	male
883	14	male
938	14	female
1340	14	male
1396	14	male
1499	14	female
1754	14	male
1798	14	male
1964	14	male
1966	14	male
2142	14	male
2214	14	male
2298	14	female
2660	14	male
2732	14	male
2912	14	male
2934	14	male
3086	14	male
3345	14	male
3417	14	male
4210	14	male
4393	14	female
4400	14	male
4402	14	female
5969	14	male
6346	14	female
7289	14	male
7869	14	male
7944	14	male
8156	14	female
8206	14	female
8375	14	male
8581	14	female
8619	14	male
8633	14	male
8774	14	male
8801	14	male
9037	14	male
9159	14	male
9236	14	male
9320	14	female
9620	14	male
9649	14	male
10040	14	male
11030	14	male
11662	14	male
12581	14	female
12617	14	male
12888	14	male
13011	14	male
13163	14	male
13350	14	male
13672	14	male
13906	14	male
14582	14	male
17979	14	male
18389	14	male
18435	14	male
19222	14	male
19730	14	male
15	15	male
95	15	male
160	15	female
189	15	male
196	15	female
324	15	male
489	15	female
578	15	male
844	15	female
846	15	female
851	15	male
871	15	male
934	15	male
1052	15	male
1085	15	male
1097	15	male
1110	15	male
1238	15	female
1591	15	female
1673	15	male
1774	15	male
1889	15	male
2252	15	female
2303	15	male
2462	15	male
2483	15	male
2485	15	female
2627	15	male
2672	15	male
2790	15	male
2835	15	male
2979	15	male
3511	15	male
3826	15	male
3888	15	male
3979	15	female
4001	15	male
4449	15	female
4526	15	male
4555	15	male
4925	15	female
5187	15	male
5319	15	male
5623	15	male
5763	15	male
5930	15	male
6102	15	male
6427	15	male
6637	15	male
6640	15	male
6661	15	male
6868	15	female
6993	15	male
6997	15	male
7173	15	male
7198	15	female
7203	15	male
7387	15	male
7481	15	male
7592	15	male
7614	15	male
7759	15	male
7863	15	male
7902	15	male
8021	15	male
8129	15	male
8282	15	male
8451	15	male
8596	15	male
8716	15	male
8789	15	male
8865	15	male
8923	15	male
8981	15	male
9260	15	male
9266	15	female
9471	15	male
9527	15	male
9745	15	male
9756	15	female
9768	15	male
9856	15	male
9956	15	male
9984	15	male
10052	15	male
10307	15	male
10338	15	male
10357	15	male
10688	15	male
10803	15	male
10945	15	male
11483	15	male
11536	15	male
11620	15	male
11897	15	male
12512	15	male
12595	15	male
12684	15	male
12704	15	female
12712	15	male
12802	15	male
12861	15	male
13240	15	male
13279	15	male
13481	15	male
13523	15	male
13786	15	male
13915	15	male
14747	15	male
16461	15	male
17377	15	male
17498	15	male
17910	15	female
18286	15	male
18523	15	male
18860	15	male
19121	15	female
19272	15	male
15	16	male
376	16	male
383	16	male
1190	16	female
1394	16	male
2223	16	female
2669	16	male
3742	16	male
4421	16	male
5704	16	male
5738	16	male
5940	16	male
6396	16	male
7321	16	male
7497	16	male
8321	16	male
10530	16	male
10819	16	male
11557	16	male
12706	16	male
12772	16	male
15523	16	male
15902	16	male
16678	16	male
17194	16	male
17916	16	male
18291	16	male
19091	16	male
15	17	male
300	17	male
635	17	male
889	17	male
1153	17	male
1635	17	female
1928	17	female
2095	17	male
2435	17	male
2672	17	male
2899	17	male
3306	17	male
3530	17	male
6851	17	male
6993	17	male
7074	17	male
7212	17	male
7645	17	male
7670	17	male
7799	17	female
8291	17	male
8415	17	male
9260	17	male
9605	17	male
10375	17	male
10496	17	male
10581	17	male
11052	17	male
11500	17	male
12516	17	male
13129	17	male
13866	17	female
14022	17	male
15010	17	male
15360	17	male
16844	17	male
17606	17	female
18048	17	male
18286	17	male
19468	17	male
15	18	male
363	18	male
3356	18	male
4169	18	male
5557	18	male
7250	18	male
7933	18	female
8314	18	male
8917	18	male
9572	18	male
10008	18	male
10360	18	male
12137	18	male
13279	18	male
13405	18	male
15085	18	male
16551	18	male
18716	18	male
15	19	male
37	19	male
95	19	male
308	19	male
390	19	male
519	19	female
1238	19	female
1677	19	male
1774	19	male
1902	19	male
3628	19	male
3767	19	male
3988	19	male
4907	19	male
5161	19	male
5206	19	male
5662	19	female
6383	19	male
6794	19	male
6868	19	female
7335	19	male
7993	19	female
8236	19	male
8246	19	male
8249	19	female
8282	19	male
8316	19	female
8917	19	male
9173	19	female
9266	19	female
9862	19	male
9952	19	male
10076	19	male
10289	19	female
10503	19	male
11953	19	female
12137	19	male
12512	19	male
12666	19	male
12968	19	male
13473	19	male
15118	19	male
15178	19	male
16461	19	male
17639	19	male
19118	19	male
15	20	male
263	20	male
1103	20	male
1214	20	male
1653	20	male
1722	20	male
2364	20	male
2541	20	female
5264	20	male
6076	20	male
6161	20	male
6852	20	male
7466	20	male
8646	20	male
9761	20	male
9784	20	male
10352	20	male
12512	20	male
13266	20	male
13481	20	male
14449	20	male
19649	20	male
21	21	male
2270	21	male
2802	21	male
3352	21	female
3972	21	male
3992	21	male
4953	21	male
6619	21	male
7280	21	male
8547	21	male
8855	21	male
9419	21	male
9979	21	male
10710	21	male
10831	21	male
11140	21	male
11203	21	male
11372	21	male
12141	21	male
12278	21	male
12338	21	male
12528	21	male
12594	21	male
13488	21	male
15246	21	male
15660	21	male
16197	21	male
16293	21	male
17037	21	male
18652	21	male
19105	21	male
19648	21	male
19738	21	male
23	23	male
582	23	male
2498	23	male
3153	23	male
4016	23	male
4296	23	male
5048	23	male
5828	23	male
6469	23	male
6518	23	male
7275	23	male
7918	23	male
7975	23	male
7979	23	male
8315	23	male
8383	23	male
8449	23	female
8941	23	male
9148	23	male
9905	23	male
9947	23	male
10219	23	male
10330	23	male
11331	23	male
12051	23	male
12333	23	male
12697	23	male
12859	23	male
12943	23	male
14009	23	male
14864	23	male
17010	23	male
17403	23	male
17521	23	male
17534	23	female
18121	23	male
18243	23	male
18744	23	male
18808	23	male
18915	23	male
18928	23	male
19640	23	male
25	25	female
3239	25	male
3709	25	male
5516	25	male
7092	25	male
11012	25	male
16048	25	male
17073	25	male
18770	25	male
19650	25	female
26	26	male
519	26	female
1289	26	male
1484	26	male
2082	26	male
3355	26	male
3836	26	male
4089	26	male
5645	26	male
7993	26	female
8316	26	female
9952	26	male
11043	26	male
11834	26	male
12676	26	male
13271	26	male
13405	26	male
14757	26	male
16461	26	male
17125	26	male
18804	26	male
29	29	male
132	29	male
1675	29	male
4829	29	female
4919	29	male
5490	29	male
5619	29	male
5628	29	male
6554	29	male
6680	29	male
6864	29	male
7270	29	male
8381	29	male
8814	29	male
9609	29	male
11489	29	male
15912	29	male
16935	29	male
17226	29	male
18385	29	female
30	30	male
4568	30	male
5734	30	female
7577	30	male
11430	30	male
12157	30	male
15131	30	male
32	32	male
2892	32	male
6234	32	male
8240	32	male
8255	32	male
11279	32	male
12796	32	male
13292	32	male
13317	32	male
15042	32	female
36	36	female
2048	36	male
2389	36	male
3855	36	female
4208	36	male
4357	36	male
4654	36	male
5277	36	female
5968	36	male
6090	36	male
6195	36	male
6546	36	male
6957	36	male
7663	36	male
8105	36	male
8221	36	male
8692	36	male
9901	36	male
11049	36	female
12344	36	male
12365	36	male
12887	36	male
13763	36	female
14404	36	male
15633	36	male
15852	36	male
18530	36	male
38	38	male
3885	38	male
7953	38	male
8834	38	male
10488	38	female
10925	38	male
12863	38	male
13962	38	male
15538	38	male
16990	38	male
17814	38	male
18155	38	male
18691	38	male
18933	38	male
19553	38	male
39	39	male
1441	39	female
2162	39	female
2614	39	male
2974	39	female
3250	39	female
3463	39	male
4244	39	female
6272	39	female
8495	39	male
8813	39	male
9251	39	male
10035	39	male
10361	39	male
10448	39	male
10664	39	male
11088	39	male
11245	39	male
12086	39	male
16902	39	male
42	42	male
961	42	male
2530	42	male
3133	42	female
3500	42	male
5743	42	male
6591	42	female
6760	42	male
8528	42	male
10199	42	female
10624	42	male
11780	42	male
11797	42	male
13897	42	male
14038	42	male
14423	42	male
43	43	male
356	43	male
933	43	male
1226	43	male
1821	43	male
2787	43	male
3302	43	male
4299	43	male
4334	43	female
4982	43	male
5270	43	male
5415	43	male
6458	43	female
7244	43	male
7269	43	male
7308	43	male
8393	43	male
9423	43	male
10575	43	male
13196	43	male
14114	43	male
15742	43	male
15808	43	male
17501	43	male
18676	43	male
18777	43	male
19327	43	male
19719	43	male
44	44	male
1119	44	female
1248	44	male
1640	44	male
1887	44	male
3013	44	female
3370	44	male
4188	44	male
4271	44	female
4419	44	male
5070	44	male
5320	44	female
5742	44	male
5951	44	female
6160	44	male
7095	44	male
7290	44	male
7581	44	male
7770	44	male
9252	44	male
9563	44	male
10356	44	male
10547	44	female
10605	44	male
10642	44	male
10940	44	male
10982	44	male
12484	44	female
13351	44	male
13765	44	male
16965	44	male
17315	44	male
45	40	male
80	40	male
91	40	male
131	40	male
217	40	male
638	40	male
654	40	male
951	40	male
955	40	male
979	40	male
1031	40	male
1043	40	female
1078	40	male
1114	40	male
1194	40	female
1199	40	male
1266	40	male
1310	40	female
1378	40	male
1380	40	male
1558	40	male
1636	40	male
1692	40	male
1749	40	female
1987	40	male
2375	40	male
2862	40	male
3014	40	female
3154	40	male
3369	40	male
3387	40	female
3526	40	male
3792	40	male
4363	40	female
4723	40	male
4876	40	female
4946	40	male
5104	40	male
5923	40	male
5957	40	male
6189	40	male
6269	40	male
6485	40	female
6632	40	male
7046	40	male
7193	40	male
7656	40	male
7725	40	male
7748	40	male
7785	40	male
7840	40	female
7978	40	male
8047	40	female
8119	40	male
8244	40	male
8370	40	male
8907	40	male
8960	40	male
9046	40	male
9197	40	male
9451	40	male
9917	40	female
10230	40	male
10546	40	male
10617	40	male
10722	40	male
10885	40	male
11987	40	male
11994	40	male
12318	40	female
12354	40	male
12906	40	male
13319	40	male
13371	40	male
13525	40	male
14716	40	male
14806	40	male
15282	40	male
15766	40	male
16217	40	female
16287	40	male
16350	40	male
16707	40	male
17435	40	male
17707	40	female
18032	40	male
18064	40	male
18397	40	female
18524	40	male
18630	40	male
18715	40	male
18745	40	male
18840	40	male
19464	40	male
19473	40	male
46	3	female
139	3	female
193	3	male
340	3	female
375	3	female
651	3	female
834	3	female
1151	3	male
1184	3	female
1339	3	male
1427	3	male
1482	3	male
1508	3	female
1723	3	female
1727	3	female
1806	3	female
1852	3	female
1906	3	male
1911	3	male
1939	3	female
1958	3	male
1997	3	female
2135	3	female
2346	3	male
2398	3	male
2429	3	female
2455	3	male
2499	3	female
2620	3	female
2635	3	male
2729	3	male
2817	3	female
2914	3	female
2936	3	female
2992	3	male
3000	3	male
3090	3	male
3384	3	female
3502	3	female
3626	3	female
3635	3	female
3941	3	male
3975	3	male
4200	3	female
4237	3	male
4326	3	male
4368	3	male
4383	3	male
4412	3	male
4432	3	female
4517	3	female
4538	3	female
4649	3	male
4721	3	female
4854	3	male
4998	3	male
5113	3	male
5163	3	male
5208	3	male
5221	3	male
5356	3	female
5387	3	female
5436	3	male
5495	3	female
6021	3	male
6031	3	male
6041	3	male
6345	3	female
6452	3	female
6461	3	female
6576	3	male
6669	3	female
6748	3	male
6934	3	male
6983	3	male
7118	3	female
7129	3	female
7310	3	female
7347	3	male
7504	3	male
7788	3	female
8591	3	male
8598	3	female
8847	3	male
8991	3	female
9035	3	male
9150	3	female
9226	3	female
9343	3	female
9361	3	male
9651	3	female
9750	3	male
9869	3	female
10133	3	male
10210	3	male
10381	3	male
10452	3	male
10598	3	male
10611	3	male
10618	3	female
10692	3	female
10714	3	female
10734	3	male
10922	3	female
11028	3	male
11111	3	male
11174	3	female
11416	3	female
11783	3	female
12222	3	male
12488	3	male
13343	3	male
13663	3	male
13716	3	female
14242	3	male
14294	3	male
14415	3	male
15134	3	female
15890	3	male
16102	3	female
16124	3	male
16721	3	female
16813	3	male
17313	3	male
17378	3	female
17583	3	female
17694	3	female
18256	3	female
18513	3	male
19109	3	female
19240	3	male
19421	3	male
48	48	female
859	48	female
1001	48	male
1814	48	male
4974	48	female
5328	48	male
5365	48	female
10498	48	male
10980	48	male
11848	48	male
16585	48	male
18208	48	male
18236	48	male
18391	48	male
19694	48	female
50	50	male
13437	50	male
53	53	male
1405	53	male
1870	53	male
1944	53	female
2515	53	male
3327	53	male
3541	53	male
5245	53	male
7037	53	male
7292	53	male
7368	53	male
13126	53	male
15017	53	male
15287	53	male
15337	53	male
15668	53	male
15882	53	male
17080	53	male
17303	53	male
18373	53	male
18587	53	female
54	54	male
133	54	male
208	54	male
330	54	male
397	54	male
589	54	male
669	54	male
683	54	male
887	54	male
903	54	male
1211	54	male
1329	54	male
1345	54	male
1594	54	male
1599	54	male
1929	54	male
2265	54	male
2569	54	male
3792	54	male
3914	54	male
4662	54	male
4889	54	male
4895	54	male
4897	54	male
5061	54	male
5460	54	male
5475	54	male
5627	54	male
6054	54	male
6445	54	male
6837	54	male
7180	54	male
7579	54	male
7811	54	male
7969	54	male
8188	54	male
8369	54	male
8510	54	male
9183	54	male
9934	54	male
10304	54	male
10395	54	male
10562	54	male
11076	54	male
11472	54	male
12678	54	male
13951	54	male
14131	54	male
15073	54	female
15489	54	male
16060	54	male
16661	54	male
17157	54	male
17829	54	male
18341	54	male
18529	54	female
18613	54	male
19060	54	male
19225	54	male
55	4	male
505	4	male
1514	4	male
3161	4	male
3896	4	male
7551	4	male
7608	4	male
8665	4	male
8815	4	male
8898	4	male
11219	4	male
13657	4	male
13685	4	male
14056	4	male
15203	4	male
18383	4	male
19398	4	male
56	56	male
1817	56	male
2086	56	female
2466	56	male
6825	56	male
8791	56	male
11344	56	male
16977	56	male
18336	56	male
19216	56	male
56	57	male
1985	57	male
2123	57	male
2750	57	male
3609	57	male
3668	57	female
3823	57	male
3937	57	male
4370	57	female
4475	57	male
4527	57	female
4557	57	male
4623	57	male
4630	57	male
5341	57	male
6162	57	male
6694	57	male
6970	57	male
7207	57	male
7266	57	male
7342	57	female
8111	57	male
8506	57	male
8531	57	male
8654	57	male
9465	57	male
11367	57	male
12433	57	male
12776	57	male
13021	57	male
13408	57	male
13653	57	male
13708	57	male
13876	57	female
13923	57	male
13971	57	female
14897	57	male
15001	57	male
15362	57	male
16109	57	male
17242	57	male
17598	57	male
18871	57	male
18957	57	male
19364	57	male
19397	57	male
59	59	female
1436	59	male
1439	59	male
1644	59	male
1716	59	male
1721	59	male
1968	59	male
1990	59	male
2150	59	male
2294	59	male
2558	59	male
2693	59	male
2715	59	male
2952	59	male
3367	59	female
3721	59	male
4661	59	male
4717	59	female
4745	59	male
4848	59	male
6232	59	male
6703	59	male
6913	59	male
7045	59	male
7128	59	male
7417	59	male
8106	59	male
8671	59	male
8687	59	male
9271	59	male
9317	59	male
9549	59	male
9629	59	male
10537	59	male
11172	59	male
12627	59	male
12870	59	male
13039	59	male
13873	59	male
15397	59	male
15491	59	male
15806	59	male
16050	59	male
16125	59	male
16327	59	male
16795	59	male
17110	59	male
17263	59	male
17355	59	male
18588	59	male
19483	59	male
60	60	female
673	60	female
1179	60	female
2357	60	male
2755	60	female
4031	60	male
5105	60	female
8874	60	female
11633	60	female
13305	60	female
13687	60	male
13688	60	male
14068	60	female
14624	60	male
15708	60	male
17603	60	female
17996	60	male
18571	60	female
18658	60	male
62	62	male
737	62	male
850	62	male
2362	62	male
2903	62	male
3208	62	male
3321	62	male
3357	62	male
4251	62	male
4352	62	male
4378	62	male
4938	62	male
5075	62	male
5716	62	male
6169	62	male
8074	62	male
9446	62	female
10134	62	female
10414	62	female
11989	62	male
12153	62	male
12511	62	male
13396	62	male
14045	62	male
15484	62	male
15540	62	male
16275	62	male
16276	62	male
16673	62	male
16695	62	male
19709	62	male
64	64	male
660	64	male
1258	64	female
1337	64	male
1421	64	female
1647	64	female
2093	64	female
2268	64	male
2463	64	female
3659	64	female
3905	64	male
4787	64	male
5031	64	male
5182	64	female
5271	64	female
5925	64	female
6509	64	male
7938	64	male
7963	64	male
8419	64	male
8567	64	female
8798	64	male
8853	64	male
8949	64	male
9187	64	male
9585	64	male
9685	64	male
9819	64	male
10071	64	male
11071	64	female
14138	64	male
14292	64	male
17642	64	male
17675	64	male
18326	64	male
18667	64	male
68	68	female
423	68	male
1895	68	female
3259	68	female
4205	68	female
5735	68	male
6920	68	male
8406	68	male
11677	68	male
12022	68	female
12664	68	male
13167	68	male
15612	68	female
15979	68	male
16654	68	female
17120	68	male
70	70	male
1145	70	male
2384	70	male
2520	70	male
3004	70	male
3701	70	female
4501	70	male
5443	70	male
7377	70	male
7606	70	male
7622	70	male
7809	70	male
8002	70	male
10060	70	male
13221	70	male
13460	70	male
14740	70	male
15411	70	female
16273	70	male
17048	70	male
18157	70	male
18415	70	male
18493	70	male
18518	70	male
19296	70	male
71	71	male
2353	71	male
2601	71	male
2839	71	male
3121	71	male
3203	71	male
4468	71	female
6053	71	male
6590	71	female
6936	71	male
8650	71	female
9408	71	male
10044	71	male
10585	71	male
12794	71	male
12829	71	female
13995	71	male
14721	71	female
15568	71	male
16068	71	male
18682	71	male
18828	71	male
19727	71	male
19728	71	male
72	72	male
1702	72	male
2336	72	male
3857	72	male
6908	72	male
7688	72	female
7690	72	male
8934	72	male
9132	72	male
9156	72	male
9529	72	male
9621	72	male
13014	72	male
13188	72	male
14499	72	male
15497	72	male
15804	72	male
16418	72	male
17454	72	male
17517	72	male
18168	72	male
18761	72	female
18868	72	male
73	73	female
195	73	male
1502	73	male
1854	73	male
1931	73	male
1950	73	female
3144	73	female
3715	73	male
4229	73	female
5395	73	male
6944	73	male
7105	73	female
7935	73	male
8095	73	male
8361	73	male
8826	73	female
9090	73	male
9178	73	male
10157	73	female
11252	73	female
11362	73	female
11530	73	male
11823	73	male
12080	73	male
12283	73	male
13366	73	male
13426	73	male
13502	73	female
13714	73	male
14125	73	female
14741	73	male
16074	73	male
16492	73	female
17014	73	male
17734	73	male
17824	73	male
19041	73	female
77	77	male
223	77	male
439	77	male
486	77	male
766	77	male
912	77	male
1770	77	female
1829	77	male
2091	77	female
2103	77	female
2110	77	male
2117	77	female
2749	77	female
3211	77	female
3233	77	male
3517	77	male
3942	77	male
4134	77	female
4658	77	female
4683	77	male
4797	77	male
5956	77	male
6071	77	male
6338	77	female
7503	77	male
8257	77	male
8502	77	male
9067	77	male
9185	77	female
9704	77	female
10191	77	male
10327	77	male
10407	77	female
10455	77	female
11307	77	female
12353	77	female
13920	77	male
17076	77	male
17331	77	male
17743	77	male
78	78	female
432	78	male
3977	78	male
4859	78	male
6992	78	male
7303	78	male
7371	78	male
7945	78	male
9008	78	male
11031	78	female
16032	78	male
16272	78	male
16910	78	female
82	13	female
186	13	female
631	13	male
681	13	male
749	13	male
915	13	male
995	13	male
1130	13	male
1137	13	male
1163	13	male
1166	13	male
1503	13	male
1520	13	female
1561	13	female
1730	13	male
2007	13	male
2107	13	male
2118	13	male
2300	13	male
2433	13	male
2502	13	female
2555	13	female
2562	13	male
2607	13	male
2865	13	male
2971	13	male
3037	13	male
3044	13	male
3395	13	female
3415	13	male
3670	13	male
4084	13	male
4099	13	female
4171	13	male
4467	13	female
4627	13	male
4754	13	male
4846	13	male
4850	13	male
5012	13	female
5218	13	male
5282	13	male
5644	13	male
5921	13	female
5969	13	male
6113	13	male
6927	13	male
6948	13	male
6956	13	male
7315	13	male
7412	13	male
7518	13	female
7693	13	male
7892	13	male
8123	13	male
8431	13	male
8600	13	female
8617	13	male
8651	13	female
8933	13	male
8938	13	male
9165	13	male
9775	13	male
9822	13	female
9898	13	female
10036	13	male
10109	13	male
10171	13	male
10580	13	male
10599	13	male
10635	13	male
10661	13	male
10739	13	female
10832	13	male
10943	13	male
11217	13	male
11487	13	male
11553	13	male
11628	13	male
12286	13	male
12637	13	male
13125	13	male
13137	13	male
13236	13	male
13452	13	male
13544	13	female
13665	13	female
14126	13	male
14768	13	female
15121	13	male
15236	13	male
15655	13	female
16801	13	male
17045	13	female
17079	13	male
17187	13	male
17781	13	male
17804	13	male
18312	13	male
18610	13	male
19332	13	male
19355	13	female
19427	13	male
84	84	male
140	84	female
1109	84	male
1271	84	male
4227	84	female
4254	84	male
4366	84	male
4869	84	male
5612	84	male
8331	84	male
8642	84	female
