NewAuthorId	FirstYear
197717054	1912
198722831	1994
198910808	1997
198945159	1991
198954925	1980
199030054	1994
199103807	2000
199247876	1990
199435034	2003
199842227	1996
199866402	1995
199904223	2000
199916252	1976
200003370	1969
201506404	2000
201550380	1971
202160730	1992
202497687	2000
202775378	1985
203038716	1974
203117489	1990
203396805	1994
203441306	1989
203797553	1995
203866196	1978
203881775	1992
203981756	1996
204592591	1969
205055948	2001
205342297	1912
205672056	2003
205760716	1990
205881681	2006
205971596	2000
206155479	2011
206267199	1995
206273937	1998
206296697	1997
206637566	1993
206833269	1998
207071273	1983
207229042	2002
207331512	1969
208750750	1987
209193693	1983
211512692	1985
212374709	1995
212396435	2000
212398816	1980
212504848	1990
212507827	1976
212630909	2007
212667382	1994
212678428	1999
212732038	1969
212749025	1973
212785944	2005
212863305	1993
212868265	2002
212928253	1988
213008949	1996
213031407	2008
213143644	1996
213146042	2003
213183619	1988
213209821	2000
213229335	1985
213239868	1983
213376229	1981
213430556	1997
213557042	1986
213562416	2009
213615672	1981
213743266	1999
213746915	1991
213755320	1991
213855215	2004
213974906	1988
214004748	1976
214101333	2003
214235587	1997
214278846	2003
214294470	2004
214507401	1995
214541195	1992
214561177	2010
214570613	1981
214641807	1975
214695779	1993
214732613	1968
214783396	1994
214833150	2008
214863679	1971
214878171	1994
215032724	2009
215049898	1977
