Discipline	Parent	Year0	Age	EPriorPaperCount	EPriorCitationCount	EHindex	ETop	EColabCount
Engineering	127413603	2015	21	92	743	12	False	95
Engineering	127413603	2015	21	92	825	12	False	97
Engineering	127413603	2015	21	94	830	13	False	99
Engineering	127413603	2015	21	95	851	14	False	102
Engineering	127413603	2015	21	99	876	14	False	109
Engineering	127413603	2015	21	109	940	14	False	112
Engineering	127413603	2015	21	110	954	15	False	115
Engineering	127413603	2015	22	110	959	15	False	115
Engineering	127413603	2015	22	110	1020	16	False	117
Engineering	127413603	2015	22	111	1031	16	False	121
Engineering	127413603	2015	22	111	1111	16	False	122
Engineering	127413603	2015	22	128	1125	18	False	122
Engineering	127413603	2015	22	137	1213	18	True	124
Engineering	127413603	2015	22	141	1245	19	True	126
Engineering	127413603	2015	23	143	1317	19	True	127
Engineering	127413603	2015	23	154	1397	19	True	129
Engineering	127413603	2015	23	157	1405	19	True	132
Engineering	127413603	2015	23	157	1453	20	True	136
Engineering	127413603	2015	24	177	1462	21	True	137
Engineering	127413603	2015	25	182	1483	21	True	140
Engineering	127413603	2015	25	183	1504	21	True	144
Engineering	127413603	2015	25	185	1580	21	True	146
Engineering	127413603	2015	26	188	1596	21	True	151
Engineering	127413603	2015	26	192	1733	22	True	156
Engineering	127413603	2015	26	201	1907	22	True	163
Engineering	127413603	2015	26	207	1918	23	True	163
Engineering	127413603	2015	29	211	1962	23	True	165
Engineering	127413603	2015	29	213	2269	23	True	165
Engineering	127413603	2015	30	222	2425	23	True	172
Engineering	127413603	2015	30	230	2804	25	True	199
Engineering	127413603	2015	30	244	2818	26	True	200
Engineering	127413603	2015	33	250	3218	28	True	203
Engineering	127413603	2015	34	257	3481	29	True	215
Engineering	127413603	2015	34	263	3530	30	True	216
Engineering	127413603	2015	35	276	3585	31	True	234
Engineering	127413603	2015	36	276	5157	32	True	241
Engineering	127413603	2015	36	286	5157	32	True	241
Engineering	127413603	2015	37	332	5279	33	True	246
Engineering	127413603	2015	37	362	5544	37	True	282
Engineering	127413603	2015	38	366	5676	37	True	287
Engineering	127413603	2015	38	366	6179	37	True	318
Engineering	127413603	2015	38	398	6818	39	True	320
Engineering	127413603	2015	39	411	7004	40	True	401
Engineering	127413603	2015	42	443	8560	42	True	410
Engineering	127413603	2015	46	479	11613	50	True	418
Engineering	127413603	2015	46	764	12263	51	True	443
Engineering	127413603	2015	46	1053	14036	57	True	1047
Engineering	127413603	2016	5	3	0	0	False	4
Engineering	127413603	2016	6	4	9	1	False	4
Engineering	127413603	2016	7	5	9	2	False	7
Engineering	127413603	2016	7	5	21	2	False	7
Engineering	127413603	2016	8	9	34	3	False	12
Engineering	127413603	2016	8	13	60	4	False	20
Engineering	127413603	2016	11	17	85	5	False	27
Engineering	127413603	2016	11	20	97	6	False	27
Engineering	127413603	2016	12	27	117	6	False	29
Engineering	127413603	2016	12	29	122	7	False	31
Engineering	127413603	2016	12	32	145	7	False	33
Engineering	127413603	2016	12	33	149	7	False	33
Engineering	127413603	2016	12	36	153	7	False	40
Engineering	127413603	2016	13	44	156	7	False	41
Engineering	127413603	2016	13	44	160	7	False	44
Engineering	127413603	2016	13	49	227	7	False	45
Engineering	127413603	2016	13	51	231	7	False	47
Engineering	127413603	2016	14	53	242	7	False	48
Engineering	127413603	2016	15	57	252	9	False	53
Engineering	127413603	2016	15	57	283	9	False	53
Engineering	127413603	2016	15	58	316	9	False	55
Engineering	127413603	2016	15	60	337	9	False	55
Engineering	127413603	2016	15	61	339	9	False	59
Engineering	127413603	2016	16	61	346	10	False	61
Engineering	127413603	2016	16	61	348	10	False	64
Engineering	127413603	2016	17	61	359	10	False	64
Engineering	127413603	2016	17	65	370	10	False	64
Engineering	127413603	2016	17	69	387	10	False	67
Engineering	127413603	2016	17	69	397	11	False	72
Engineering	127413603	2016	17	72	424	11	False	76
Engineering	127413603	2016	17	74	443	11	False	84
Engineering	127413603	2016	18	77	476	12	False	85
Engineering	127413603	2016	18	78	505	12	False	89
Engineering	127413603	2016	19	82	520	12	False	89
Engineering	127413603	2016	19	82	557	12	False	92
Engineering	127413603	2016	19	90	576	13	False	94
Engineering	127413603	2016	19	92	582	13	False	95
Engineering	127413603	2016	19	94	710	13	False	95
Engineering	127413603	2016	19	100	723	13	False	96
Engineering	127413603	2016	20	103	838	14	False	101
Engineering	127413603	2016	20	109	884	14	False	105
Engineering	127413603	2016	20	109	903	15	False	111
Engineering	127413603	2016	20	110	930	15	False	112
Engineering	127413603	2016	21	114	932	15	False	115
Engineering	127413603	2016	21	118	1077	16	False	120
Engineering	127413603	2016	22	121	1081	17	False	120
Engineering	127413603	2016	22	136	1081	17	False	123
Engineering	127413603	2016	22	136	1269	18	True	140
Engineering	127413603	2016	22	143	1357	18	True	151
Engineering	127413603	2016	23	149	1357	18	True	157
Engineering	127413603	2016	24	152	1866	23	True	170
Engineering	127413603	2016	24	166	2063	24	True	184
Engineering	127413603	2016	25	190	2087	24	True	184
Engineering	127413603	2016	28	228	2215	25	True	199
Engineering	127413603	2016	28	237	2712	26	True	200
Engineering	127413603	2016	29	259	2740	27	True	203
Engineering	127413603	2016	31	290	3253	28	True	243
Engineering	127413603	2016	31	291	3591	28	True	275
Engineering	127413603	2016	36	359	4304	34	True	393
Engineering	127413603	2016	38	494	4873	34	True	400
Engineering	127413603	2016	41	501	7502	39	True	453
Engineering	127413603	2016	46	516	9360	46	True	773
Engineering	127413603	2017	6	5	5	1	False	8
Engineering	127413603	2017	7	12	7	1	False	14
Engineering	127413603	2017	7	15	18	3	False	18
Engineering	127413603	2017	8	23	40	3	False	23
Engineering	127413603	2017	9	28	81	5	False	23
Engineering	127413603	2017	10	28	82	5	False	25
Engineering	127413603	2017	11	29	83	5	False	27
Engineering	127413603	2017	12	32	181	6	False	31
Engineering	127413603	2017	12	36	196	7	False	32
Engineering	127413603	2017	12	39	199	7	False	38
Engineering	127413603	2017	13	41	217	8	False	41
Engineering	127413603	2017	13	42	255	8	False	47
Engineering	127413603	2017	13	42	303	9	False	47
Engineering	127413603	2017	13	42	325	9	False	49
Engineering	127413603	2017	13	48	366	10	False	51
Engineering	127413603	2017	14	49	378	10	False	51
Engineering	127413603	2017	14	50	381	11	False	54
Engineering	127413603	2017	15	52	455	11	False	54
Engineering	127413603	2017	15	55	470	12	False	55
Engineering	127413603	2017	15	60	487	12	False	56
Engineering	127413603	2017	17	60	613	13	False	58
Engineering	127413603	2017	17	67	671	13	False	64
Engineering	127413603	2017	17	67	717	13	False	64
Engineering	127413603	2017	18	76	723	13	False	81
Engineering	127413603	2017	18	78	727	14	False	85
Engineering	127413603	2017	18	84	730	14	False	87
Engineering	127413603	2017	19	93	741	14	False	88
Engineering	127413603	2017	19	100	748	14	False	89
Engineering	127413603	2017	19	100	821	15	False	89
Engineering	127413603	2017	20	110	822	15	False	92
Engineering	127413603	2017	21	111	884	15	False	92
Engineering	127413603	2017	21	116	970	16	False	95
Engineering	127413603	2017	21	134	982	16	False	97
Engineering	127413603	2017	21	137	1031	17	False	102
Engineering	127413603	2017	22	141	1106	18	False	103
Engineering	127413603	2017	24	141	1339	18	False	108
Engineering	127413603	2017	25	149	1421	18	False	112
Engineering	127413603	2017	25	155	1589	19	True	145
Engineering	127413603	2017	25	160	1627	20	True	147
Engineering	127413603	2017	26	164	1833	21	True	163
Engineering	127413603	2017	26	165	1949	22	True	167
Engineering	127413603	2017	27	183	2032	22	True	170
Engineering	127413603	2017	28	199	2052	22	True	220
Engineering	127413603	2017	31	283	2099	23	True	284
Engineering	127413603	2017	31	293	2180	23	True	294
Engineering	127413603	2017	32	318	2402	25	True	308
Engineering	127413603	2017	34	447	3411	31	True	374
Engineering	127413603	2017	35	460	3620	32	True	400
Engineering	127413603	2017	42	1473	8152	46	True	2588
Geology	127313418	1980	8	8	67	5	False	10
Geology	127313418	1983	13	18	57	4	False	11
Geology	127313418	1983	23	21	260	9	False	13
Geology	127313418	1984	25	54	142	6	True	37
Geology	127313418	1985	12	10	7	1	False	12
Geology	127313418	1986	4	2	2	1	False	3
Geology	127313418	1986	12	23	52	4	False	4
Geology	127313418	1986	24	29	303	10	True	11
Geology	127313418	1986	27	47	849	13	True	27
Geology	127313418	1986	35	172	1788	22	True	186
Geology	127313418	1987	6	7	3	1	False	5
Geology	127313418	1988	6	5	2	1	False	6
Geology	127313418	1988	6	13	52	3	False	31
Geology	127313418	1988	9	29	140	7	True	36
Geology	127313418	1988	12	44	196	7	True	40
Geology	127313418	1989	2	2	0	0	False	4
Geology	127313418	1989	9	12	63	4	False	16
Geology	127313418	1989	11	55	123	6	False	35
Geology	127313418	1989	13	57	207	8	False	60
Geology	127313418	1989	45	80	232	9	True	86
Geology	127313418	1990	16	52	463	12	False	23
Geology	127313418	1990	22	62	800	15	False	72
Geology	127313418	1990	31	77	964	15	True	74
Geology	127313418	1991	7	16	89	7	False	25
Geology	127313418	1991	15	46	169	7	False	30
Geology	127313418	1991	15	57	175	8	False	35
Geology	127313418	1991	31	68	706	16	True	319
Geology	127313418	1992	6	4	28	2	False	5
Geology	127313418	1992	12	17	64	4	False	6
Geology	127313418	1992	13	24	200	5	False	17
Geology	127313418	1992	14	31	209	9	False	24
Geology	127313418	1992	27	35	221	9	True	32
Geology	127313418	1992	31	39	675	13	True	33
Geology	127313418	1992	31	47	895	16	True	39
Geology	127313418	1992	33	68	984	18	True	120
Geology	127313418	1992	34	136	1423	21	True	144
Geology	127313418	1993	12	14	46	3	False	13
Geology	127313418	1993	12	22	64	5	False	39
Geology	127313418	1993	16	30	235	6	False	51
Geology	127313418	1993	21	54	1156	20	True	104
Geology	127313418	1994	9	9	101	5	False	10
Geology	127313418	1994	25	26	261	9	False	32
Geology	127313418	1995	4	2	0	0	False	2
Geology	127313418	1995	8	3	1	1	False	5
Geology	127313418	1995	12	10	11	2	False	14
Geology	127313418	1995	16	34	264	9	False	37
Geology	127313418	1995	24	63	401	13	True	51
Geology	127313418	1996	13	20	21	2	False	14
Geology	127313418	1996	25	87	1142	18	False	85
Geology	127313418	1997	14	21	111	6	False	22
Geology	127313418	1997	14	21	167	8	False	28
Geology	127313418	1997	16	33	332	9	False	31
Geology	127313418	1997	23	45	423	11	False	58
Geology	127313418	1997	27	70	484	11	True	99
Geology	127313418	1997	28	116	1729	22	True	104
Geology	127313418	1997	32	121	3405	33	True	132
Geology	127313418	1998	24	61	184	7	False	53
Geology	127313418	2004	3	2	1	1	False	4
Geology	127313418	2004	6	16	29	3	False	21
Geology	127313418	2004	13	17	84	5	False	25
Geology	127313418	2004	14	18	184	6	False	25
Geology	127313418	2004	14	19	193	8	False	26
Geology	127313418	2004	14	21	233	8	False	29
Geology	127313418	2004	15	28	304	9	False	31
Geology	127313418	2004	16	30	306	9	False	32
Geology	127313418	2004	16	31	315	9	False	33
Geology	127313418	2004	16	31	360	10	False	37
Geology	127313418	2004	16	33	371	10	False	37
Geology	127313418	2004	17	36	540	11	False	40
Geology	127313418	2004	17	38	551	11	False	44
Geology	127313418	2004	18	42	568	12	False	48
Geology	127313418	2004	18	43	581	12	False	54
Geology	127313418	2004	19	43	591	12	False	55
Geology	127313418	2004	19	45	611	13	False	58
Geology	127313418	2004	19	45	621	13	False	59
Geology	127313418	2004	19	50	624	13	False	62
Geology	127313418	2004	20	55	679	13	False	73
Geology	127313418	2004	22	59	681	14	False	74
Geology	127313418	2004	22	60	781	14	False	76
Geology	127313418	2004	24	62	785	15	False	77
Geology	127313418	2004	25	63	808	15	False	77
Geology	127313418	2004	25	63	841	15	False	80
Geology	127313418	2004	25	66	867	16	False	83
Geology	127313418	2004	26	72	902	16	False	84
Geology	127313418	2004	26	78	1002	18	True	88
Geology	127313418	2004	26	78	1045	19	True	94
Geology	127313418	2004	27	78	1082	19	True	95
Geology	127313418	2004	27	79	1160	20	True	100
Geology	127313418	2004	28	79	1188	21	True	101
Geology	127313418	2004	29	80	1406	21	True	105
Geology	127313418	2004	29	88	1436	21	True	118
Geology	127313418	2004	30	90	1717	22	True	120
Geology	127313418	2004	30	91	1763	23	True	124
Geology	127313418	2004	32	98	1925	23	True	128
Geology	127313418	2004	33	101	2029	24	True	132
Geology	127313418	2004	33	108	2399	26	True	156
Geology	127313418	2004	35	110	2733	27	True	161
Geology	127313418	2004	37	118	2943	29	True	164
Geology	127313418	2004	37	119	3036	30	True	174
Geology	127313418	2004	39	147	3258	32	True	228
Geology	127313418	2004	40	160	3735	32	True	270
Geology	127313418	2004	42	307	4022	36	True	319
Geology	127313418	2004	43	337	5227	41	True	346
Geology	127313418	2005	6	2	2	1	False	8
Geology	127313418	2005	17	20	125	7	False	10
Geology	127313418	2005	18	20	133	7	False	17
Geology	127313418	2005	20	25	196	7	False	28
Geology	127313418	2005	20	31	266	8	False	30
Geology	127313418	2005	21	38	285	10	False	32
Geology	127313418	2005	21	38	313	11	False	32
Geology	127313418	2005	21	42	331	11	False	33
Geology	127313418	2005	23	42	428	12	False	61
Geology	127313418	2005	24	55	491	13	False	70
Geology	127313418	2005	24	65	597	13	False	71
Geology	127313418	2005	26	68	696	14	False	72
Geology	127313418	2005	26	70	805	16	False	82
Geology	127313418	2005	26	86	863	16	True	87
Geology	127313418	2005	26	90	1085	19	True	155
Geology	127313418	2005	28	112	1227	21	True	158
Geology	127313418	2005	30	117	1708	22	True	161
Geology	127313418	2005	30	124	1751	24	True	178
Geology	127313418	2005	30	128	1964	26	True	193
Geology	127313418	2005	36	150	2503	27	True	197
Geology	127313418	2005	40	151	2580	31	True	244
Geology	127313418	2006	6	2	2	1	False	3
Geology	127313418	2006	6	8	9	2	False	6
Geology	127313418	2006	10	10	30	3	False	15
Geology	127313418	2006	13	10	98	4	False	23
Geology	127313418	2006	15	32	117	5	False	31
Geology	127313418	2006	16	38	158	7	False	45
Geology	127313418	2006	17	40	229	8	False	51
Geology	127313418	2006	18	43	384	11	False	55
Geology	127313418	2006	18	46	404	11	False	56
Geology	127313418	2006	18	49	455	13	False	57
Geology	127313418	2006	18	49	560	13	False	58
Geology	127313418	2006	19	51	565	14	False	59
Geology	127313418	2006	20	54	604	14	False	62
Geology	127313418	2006	20	56	616	14	False	68
Geology	127313418	2006	20	56	675	14	False	68
Geology	127313418	2006	22	56	713	15	False	73
Geology	127313418	2006	24	57	818	15	False	77
Geology	127313418	2006	24	59	826	15	False	80
Geology	127313418	2006	24	61	915	17	False	85
Geology	127313418	2006	24	66	979	17	False	95
Geology	127313418	2006	28	66	1162	19	False	102
Geology	127313418	2006	28	74	1383	19	False	106
Geology	127313418	2006	28	79	1386	19	False	111
Geology	127313418	2006	29	81	1393	20	False	111
Geology	127313418	2006	29	91	1395	21	False	125
Geology	127313418	2006	30	98	1627	21	False	127
Geology	127313418	2006	30	99	1732	24	True	137
Geology	127313418	2006	31	110	2011	24	True	153
Geology	127313418	2006	35	115	2203	25	True	154
Geology	127313418	2006	37	131	2222	26	True	159
Geology	127313418	2006	37	145	2635	30	True	161
Geology	127313418	2006	44	146	4867	39	True	174
Geology	127313418	2006	44	155	5504	39	True	186
Geology	127313418	2007	7	25	63	4	False	17
Geology	127313418	2007	8	30	88	5	False	30
Geology	127313418	2007	9	32	110	6	False	30
Geology	127313418	2007	10	33	158	7	False	31
Geology	127313418	2007	11	34	180	8	False	41
Geology	127313418	2007	15	35	198	8	False	46
Geology	127313418	2007	15	41	382	9	False	50
Geology	127313418	2007	17	45	388	12	False	51
Geology	127313418	2007	18	50	637	13	False	55
Geology	127313418	2007	18	70	646	14	False	82
Geology	127313418	2007	18	72	846	15	False	86
Geology	127313418	2007	21	75	911	16	False	91
Geology	127313418	2007	24	78	940	16	False	99
Geology	127313418	2007	27	78	991	17	True	108
Geology	127313418	2007	27	80	1026	17	True	111
Geology	127313418	2007	28	81	1092	18	True	113
Geology	127313418	2007	28	92	1367	18	True	113
Geology	127313418	2007	29	94	1710	25	True	139
Geology	127313418	2007	29	95	1835	25	True	149
Geology	127313418	2007	32	96	1943	26	True	159
Geology	127313418	2007	35	100	2173	28	True	207
Geology	127313418	2007	36	136	2224	29	True	220
Geology	127313418	2007	37	155	2286	29	True	232
Geology	127313418	2007	38	159	4339	39	True	399
Geology	127313418	2008	11	15	56	4	False	8
Geology	127313418	2008	11	18	86	5	False	12
Geology	127313418	2008	12	19	91	5	False	14
Geology	127313418	2008	13	21	112	5	False	18
Geology	127313418	2008	13	23	124	6	False	21
Geology	127313418	2008	14	30	136	6	False	23
Geology	127313418	2008	14	36	167	7	False	39
Geology	127313418	2008	15	37	220	8	False	44
Geology	127313418	2008	15	44	243	9	False	55
Geology	127313418	2008	15	44	254	10	False	66
Geology	127313418	2008	16	49	278	10	False	73
Geology	127313418	2008	17	49	374	11	False	84
Geology	127313418	2008	18	52	579	12	False	86
Geology	127313418	2008	19	52	686	13	False	87
Geology	127313418	2008	19	57	762	15	False	89
Geology	127313418	2008	20	66	785	17	False	94
Geology	127313418	2008	20	78	837	17	False	108
Geology	127313418	2008	23	81	892	18	False	109
Geology	127313418	2008	26	85	1085	19	True	148
Geology	127313418	2008	27	101	1913	22	True	202
Geology	127313418	2008	28	132	2598	27	True	231
Geology	127313418	2008	30	140	3224	29	True	298
Geology	127313418	2008	35	153	4598	35	True	334
Geology	127313418	2009	2	1	0	0	False	2
Geology	127313418	2009	9	6	10	2	False	9
Geology	127313418	2009	9	25	41	3	False	29
Geology	127313418	2009	13	33	324	10	False	30
Geology	127313418	2009	14	49	391	10	False	46
Geology	127313418	2009	16	49	417	10	False	62
Geology	127313418	2009	16	56	538	11	False	66
Geology	127313418	2009	19	65	560	12	False	69
Geology	127313418	2009	20	69	590	12	False	73
Geology	127313418	2009	21	75	621	13	False	79
Geology	127313418	2009	21	86	670	15	False	83
Geology	127313418	2009	23	94	744	16	False	91
Geology	127313418	2009	23	97	747	16	True	98
Geology	127313418	2009	23	97	886	16	True	110
Geology	127313418	2009	24	99	898	16	True	112
Geology	127313418	2009	25	100	920	17	True	119
Geology	127313418	2009	25	102	1114	18	True	122
Geology	127313418	2009	26	105	1188	19	True	128
Geology	127313418	2009	26	107	1471	20	True	142
Geology	127313418	2009	29	113	1535	20	True	227
Geology	127313418	2009	30	161	1763	22	True	241
Geology	127313418	2009	31	170	1902	27	True	244
Geology	127313418	2009	33	177	4045	36	True	276
Geology	127313418	2009	34	178	4790	37	True	298
Geology	127313418	2009	35	234	5071	41	True	399
Geology	127313418	2009	35	400	16803	61	True	509
Geology	127313418	2010	10	30	213	9	False	38
Geology	127313418	2010	19	62	314	9	False	107
Geology	127313418	2010	19	71	949	14	False	146
Geology	127313418	2010	24	119	4066	37	True	200
Geology	127313418	2010	40	332	15365	55	True	353
Geology	127313418	2011	18	29	265	8	False	23
Geology	127313418	2011	20	54	715	15	False	39
Geology	127313418	2011	25	78	799	16	False	82
Geology	127313418	2011	30	108	866	16	False	98
Geology	127313418	2011	30	111	1011	18	False	104
Geology	127313418	2011	32	111	1046	18	True	108
Geology	127313418	2011	34	112	1181	19	True	158
Geology	127313418	2011	34	117	1760	22	True	161
Geology	127313418	2011	36	152	3401	32	True	303
Geology	127313418	2011	36	213	3500	32	True	355
Geology	127313418	2012	6	34	140	6	False	18
Geology	127313418	2012	9	35	156	7	False	44
Geology	127313418	2012	9	37	199	8	False	45
Geology	127313418	2012	10	37	244	9	False	54
Geology	127313418	2012	11	38	330	10	False	68
Geology	127313418	2012	14	39	417	10	False	84
Geology	127313418	2012	14	42	523	10	False	91
Geology	127313418	2012	15	47	534	14	False	99
Geology	127313418	2012	18	78	595	15	False	106
Geology	127313418	2012	21	92	634	15	False	116
Geology	127313418	2012	21	107	1260	20	False	120
Geology	127313418	2012	25	108	1288	21	True	153
Geology	127313418	2012	26	111	1821	21	True	159
Geology	127313418	2012	26	114	1932	23	True	203
Geology	127313418	2012	27	127	2164	25	True	205
Geology	127313418	2012	27	128	2236	26	True	292
Geology	127313418	2012	30	134	2501	28	True	344
Geology	127313418	2012	31	151	2874	29	True	345
Geology	127313418	2012	32	222	3605	31	True	355
Geology	127313418	2013	10	5	3	1	False	8
Geology	127313418	2013	11	15	61	5	False	31
Geology	127313418	2013	15	24	198	7	False	35
Geology	127313418	2013	15	26	250	8	False	37
Geology	127313418	2013	16	30	317	9	False	38
Geology	127313418	2013	16	31	478	11	False	41
Geology	127313418	2013	16	36	499	13	False	68
Geology	127313418	2013	18	44	669	14	False	77
Geology	127313418	2013	19	80	819	16	False	82
Geology	127313418	2013	19	87	894	18	False	120
Geology	127313418	2013	21	117	904	19	True	131
Geology	127313418	2013	22	118	1088	19	True	161
Geology	127313418	2013	23	142	1256	20	True	161
Geology	127313418	2013	23	143	1779	25	True	173
Geology	127313418	2013	23	157	1930	25	True	205
Geology	127313418	2013	23	170	2401	30	True	224
Geology	127313418	2013	33	292	3137	33	True	267
Geology	127313418	2014	12	14	97	6	False	29
Geology	127313418	2014	12	34	99	7	False	37
Geology	127313418	2014	13	37	219	7	False	39
Geology	127313418	2014	13	40	249	9	False	41
Geology	127313418	2014	15	40	335	10	False	55
Geology	127313418	2014	15	44	460	12	False	73
Geology	127313418	2014	17	51	485	13	False	77
Geology	127313418	2014	17	58	669	13	False	82
Geology	127313418	2014	20	61	701	14	False	103
Geology	127313418	2014	23	62	930	16	False	106
Geology	127313418	2014	23	96	1035	18	False	143
Geology	127313418	2014	24	97	1097	19	False	169
Geology	127313418	2014	25	102	1204	20	False	172
Geology	127313418	2014	25	104	1284	20	False	176
Geology	127313418	2014	27	119	1334	21	True	191
Geology	127313418	2014	27	127	2627	22	True	200
Geology	127313418	2014	30	154	2914	26	True	224
Geology	127313418	2014	32	204	3938	33	True	245
Geology	127313418	2014	36	241	4131	37	True	270
Geology	127313418	2014	39	274	6434	45	True	276
Geology	127313418	2014	40	279	8389	53	True	399
Geology	127313418	2015	8	9	10	2	False	9
Geology	127313418	2015	9	24	67	3	False	44
Geology	127313418	2015	13	26	212	7	False	54
Geology	127313418	2015	20	30	221	8	False	76
Geology	127313418	2015	20	40	285	8	False	96
Geology	127313418	2015	20	56	860	15	False	97
Geology	127313418	2015	21	71	869	15	False	107
Geology	127313418	2015	21	81	1034	16	False	114
Geology	127313418	2015	22	102	1097	17	False	128
Geology	127313418	2015	23	111	1358	18	False	150
Geology	127313418	2015	26	112	1562	22	False	156
Geology	127313418	2015	26	125	2031	24	False	184
Geology	127313418	2015	29	125	2776	25	False	186
Geology	127313418	2015	29	137	3469	30	False	203
Geology	127313418	2015	29	237	5161	33	True	282
Geology	127313418	2015	34	666	7860	40	True	650
Geology	127313418	2016	9	11	29	3	False	35
Geology	127313418	2016	10	29	108	6	False	39
Geology	127313418	2016	11	47	295	10	False	49
Geology	127313418	2016	17	53	454	12	False	57
Geology	127313418	2016	18	57	734	14	False	92
Geology	127313418	2016	18	70	1006	18	False	97
Geology	127313418	2016	19	74	1157	19	False	129
Geology	127313418	2016	19	75	1430	21	False	153
Geology	127313418	2016	20	78	1440	21	False	154
Geology	127313418	2016	22	110	1529	21	False	161
Geology	127313418	2016	24	117	2041	23	False	180
Geology	127313418	2016	25	119	2159	24	True	200
Geology	127313418	2016	25	131	2202	27	True	291
Geology	127313418	2016	26	135	3960	30	True	322
Geology	127313418	2016	28	150	4296	35	True	323
Geology	127313418	2016	28	184	4831	37	True	334
Geology	127313418	2016	32	185	7548	37	True	355
Geology	127313418	2016	38	219	8347	48	True	379
Geology	127313418	2016	40	223	24129	49	True	478
Geology	127313418	2017	9	16	144	7	False	37
Geology	127313418	2017	14	42	461	11	False	56
Geology	127313418	2017	16	45	644	15	False	75
Geology	127313418	2017	17	62	775	16	False	88
Geology	127313418	2017	17	68	1084	16	False	99
Geology	127313418	2017	17	73	1214	18	False	100
Geology	127313418	2017	18	86	1336	20	False	141
Geology	127313418	2017	20	120	1741	22	False	185
Geology	127313418	2017	22	130	1812	25	False	228
Geology	127313418	2017	23	145	2062	25	False	241
Geology	127313418	2017	26	165	2266	27	False	317
Geology	127313418	2017	28	186	2884	29	False	321
Geology	127313418	2017	29	203	3005	29	False	324
Geology	127313418	2017	30	233	3430	32	True	344
Geology	127313418	2017	31	292	4690	33	True	399
Geology	127313418	2017	32	314	5054	35	True	441
Geology	127313418	2017	32	354	5761	36	True	442
Geology	127313418	2017	33	357	6615	42	True	509
Geology	127313418	2017	38	391	8275	48	True	703
Geology	127313418	2017	46	402	9846	58	True	1000
Materials science	192562407	1980	7	11	10	2	False	11
Materials science	192562407	1980	11	13	31	4	False	18
Materials science	192562407	1980	11	19	66	5	False	21
Materials science	192562407	1980	21	62	273	9	True	35
Materials science	192562407	1980	29	67	384	11	True	42
Materials science	192562407	1981	9	8	0	0	True	3
Materials science	192562407	1981	17	16	7	2	True	9
Materials science	192562407	1982	10	10	54	4	True	8
Materials science	192562407	1983	3	3	4	1	False	2
Materials science	192562407	1983	21	10	24	4	True	7
Materials science	192562407	1983	24	81	499	12	True	58
Materials science	192562407	1983	25	162	563	12	True	74
Materials science	192562407	1984	16	48	44	3	False	22
Materials science	192562407	1984	18	51	239	8	False	25
Materials science	192562407	1984	23	89	412	9	False	56
Materials science	192562407	1984	26	99	624	12	True	65
Materials science	192562407	1984	30	158	1981	22	True	71
Materials science	192562407	1985	5	9	16	3	False	1
Materials science	192562407	1985	9	12	29	4	False	16
Materials science	192562407	1985	15	26	73	5	False	24
Materials science	192562407	1985	18	42	85	5	False	27
Materials science	192562407	1985	19	45	121	6	True	32
Materials science	192562407	1985	19	47	336	11	True	36
Materials science	192562407	1985	22	92	884	18	True	58
Materials science	192562407	1986	8	5	6	1	False	5
Materials science	192562407	1986	11	9	9	2	False	10
Materials science	192562407	1986	12	16	11	2	False	10
Materials science	192562407	1986	13	21	15	2	False	11
Materials science	192562407	1986	14	22	22	3	False	13
Materials science	192562407	1986	15	24	46	4	False	14
Materials science	192562407	1986	16	25	60	4	False	16
Materials science	192562407	1986	17	25	107	5	False	21
Materials science	192562407	1986	18	25	123	6	False	21
Materials science	192562407	1986	18	36	150	7	False	21
Materials science	192562407	1986	19	45	181	8	False	22
Materials science	192562407	1986	19	46	189	8	False	24
Materials science	192562407	1986	20	48	256	8	False	25
Materials science	192562407	1986	20	56	265	10	False	25
Materials science	192562407	1986	21	58	373	11	False	37
Materials science	192562407	1986	23	59	504	13	False	37
Materials science	192562407	1986	24	65	675	14	False	39
Materials science	192562407	1986	25	68	933	17	True	45
Materials science	192562407	1986	28	92	1293	18	True	52
Materials science	192562407	1986	29	162	1295	21	True	99
Materials science	192562407	1986	30	174	1981	23	True	105
Materials science	192562407	1987	17	23	30	3	False	17
Materials science	192562407	1987	17	25	144	8	False	19
Materials science	192562407	1987	19	45	327	11	False	24
Materials science	192562407	1987	19	64	484	12	True	29
Materials science	192562407	1987	27	68	1853	20	True	47
Materials science	192562407	1988	6	4	2	1	False	7
Materials science	192562407	1988	7	9	24	3	False	9
Materials science	192562407	1988	17	17	24	3	False	9
Materials science	192562407	1988	18	19	37	3	False	11
Materials science	192562407	1988	22	42	218	7	False	18
Materials science	192562407	1988	24	64	242	8	False	19
Materials science	192562407	1988	28	65	277	10	False	44
Materials science	192562407	1988	31	92	1480	18	True	69
Materials science	192562407	1988	39	163	2019	21	True	158
Materials science	192562407	1989	2	4	7	2	False	2
Materials science	192562407	1989	13	22	82	6	False	25
Materials science	192562407	1989	14	29	196	8	False	28
Materials science	192562407	1989	18	42	212	9	True	30
Materials science	192562407	1989	33	296	4107	31	True	201
Materials science	192562407	1990	6	2	1	1	False	2
Materials science	192562407	1990	7	5	1	1	False	3
Materials science	192562407	1990	9	6	1	1	False	4
Materials science	192562407	1990	9	7	2	1	False	8
Materials science	192562407	1990	12	25	8	2	False	16
Materials science	192562407	1990	13	27	31	3	False	19
Materials science	192562407	1990	15	29	49	4	False	25
