Discipline	Parent	Year0	Age	EPriorPaperCount	EPriorCitationCount	EHindex	ETop	EColabCount
Materials science	192562407	1990	19	31	71	5	True	29
Materials science	192562407	1990	21	35	73	5	True	42
Materials science	192562407	1990	22	36	94	6	True	51
Materials science	192562407	1990	22	89	704	17	True	126
Materials science	192562407	1990	26	173	1273	19	True	148
Materials science	192562407	1990	34	306	4346	32	True	201
Materials science	192562407	1991	9	4	11	1	False	2
Materials science	192562407	1991	11	15	18	2	False	11
Materials science	192562407	1991	14	25	22	3	False	14
Materials science	192562407	1991	16	27	44	4	False	15
Materials science	192562407	1991	16	27	67	5	False	17
Materials science	192562407	1991	17	34	85	6	False	18
Materials science	192562407	1991	20	36	144	6	False	45
Materials science	192562407	1991	21	46	316	11	False	48
Materials science	192562407	1991	21	54	579	13	False	64
Materials science	192562407	1991	28	72	1054	19	True	64
Materials science	192562407	1991	34	108	2219	23	True	110
Materials science	192562407	1991	36	140	3518	30	True	389
Materials science	192562407	1992	4	2	0	0	False	2
Materials science	192562407	1992	5	4	0	0	False	4
Materials science	192562407	1992	5	5	2	1	False	5
Materials science	192562407	1992	12	5	8	2	False	6
Materials science	192562407	1992	19	10	10	2	False	7
Materials science	192562407	1992	21	15	15	2	False	10
Materials science	192562407	1992	23	23	61	5	False	16
Materials science	192562407	1992	23	47	82	5	False	32
Materials science	192562407	1992	23	59	307	10	False	35
Materials science	192562407	1992	25	62	319	10	False	42
Materials science	192562407	1992	26	74	434	11	True	47
Materials science	192562407	1992	28	98	1215	21	True	335
Materials science	192562407	1993	6	6	11	2	False	5
Materials science	192562407	1993	9	8	14	2	False	11
Materials science	192562407	1993	10	9	25	3	False	13
Materials science	192562407	1993	17	17	38	4	False	14
Materials science	192562407	1993	17	18	40	4	False	15
Materials science	192562407	1993	18	20	45	4	False	19
Materials science	192562407	1993	20	26	48	4	False	20
Materials science	192562407	1993	24	36	74	4	False	24
Materials science	192562407	1993	24	39	99	5	False	26
Materials science	192562407	1993	25	51	107	5	False	39
Materials science	192562407	1993	25	76	185	8	False	47
Materials science	192562407	1993	26	77	282	8	True	54
Materials science	192562407	1993	28	79	468	9	True	64
Materials science	192562407	1993	30	94	785	12	True	68
Materials science	192562407	1993	30	113	862	17	True	82
Materials science	192562407	1993	32	134	1964	22	True	111
Materials science	192562407	1994	11	6	11	2	False	10
Materials science	192562407	1994	16	7	16	2	False	12
Materials science	192562407	1994	16	14	17	2	False	16
Materials science	192562407	1994	19	17	17	2	False	18
Materials science	192562407	1994	20	25	21	2	False	18
Materials science	192562407	1994	23	28	22	3	False	20
Materials science	192562407	1994	23	36	22	3	False	20
Materials science	192562407	1994	23	45	330	10	True	30
Materials science	192562407	1994	25	57	362	11	True	126
Materials science	192562407	1995	18	43	240	8	False	40
Materials science	192562407	1995	23	77	751	15	False	105
Materials science	192562407	1995	31	261	2918	30	True	171
Materials science	192562407	1996	5	3	2	1	False	3
Materials science	192562407	1996	7	8	13	2	False	9
Materials science	192562407	1996	8	11	25	3	False	9
Materials science	192562407	1996	8	11	25	3	False	12
Materials science	192562407	1996	8	16	43	3	False	12
Materials science	192562407	1996	9	24	45	4	False	21
Materials science	192562407	1996	10	28	51	4	False	22
Materials science	192562407	1996	12	29	81	5	False	23
Materials science	192562407	1996	15	32	96	5	False	29
Materials science	192562407	1996	17	37	150	7	False	34
Materials science	192562407	1996	20	42	193	8	False	36
Materials science	192562407	1996	20	44	199	8	False	37
Materials science	192562407	1996	20	46	283	9	False	38
Materials science	192562407	1996	23	50	303	10	False	43
Materials science	192562407	1996	25	56	334	11	False	45
Materials science	192562407	1996	25	64	486	12	True	48
Materials science	192562407	1996	26	65	500	12	True	55
Materials science	192562407	1996	27	78	1025	16	True	67
Materials science	192562407	1996	31	103	1050	16	True	70
Materials science	192562407	1996	31	173	1103	17	True	106
Materials science	192562407	1996	37	301	2105	21	True	178
Materials science	192562407	1997	4	6	3	1	False	7
Materials science	192562407	1997	7	14	10	2	False	11
Materials science	192562407	1997	8	18	27	2	False	14
Materials science	192562407	1997	8	22	31	3	False	17
Materials science	192562407	1997	12	24	154	6	False	23
Materials science	192562407	1997	17	27	202	7	True	26
Materials science	192562407	1997	24	39	204	8	True	29
Materials science	192562407	1997	26	53	245	8	True	43
Materials science	192562407	1997	28	63	351	8	True	57
Materials science	192562407	1997	31	70	837	16	True	74
Materials science	192562407	1997	35	137	1974	21	True	141
Materials science	192562407	1998	9	23	14	3	False	25
Materials science	192562407	1998	14	25	20	3	False	29
Materials science	192562407	1998	14	30	29	3	False	30
Materials science	192562407	1998	14	36	218	6	False	31
Materials science	192562407	1998	22	70	463	11	True	50
Materials science	192562407	1998	24	70	560	16	True	110
Materials science	192562407	1998	35	176	8906	49	True	466
Materials science	192562407	2004	24	26	94	5	False	16
Materials science	192562407	2004	27	148	2542	25	True	105
Materials science	192562407	2004	33	256	3734	31	True	235
Materials science	192562407	2005	12	5	15	3	False	7
Materials science	192562407	2005	18	37	56	4	False	27
Materials science	192562407	2005	34	51	130	6	False	30
Materials science	192562407	2005	35	67	326	10	False	41
Materials science	192562407	2005	35	73	334	11	True	42
Materials science	192562407	2005	35	95	425	11	True	75
Materials science	192562407	2005	37	195	1357	18	True	107
Materials science	192562407	2006	12	24	21	3	False	40
Materials science	192562407	2006	14	35	42	3	False	42
Materials science	192562407	2006	16	42	79	5	False	45
Materials science	192562407	2006	17	44	167	5	False	55
Materials science	192562407	2006	17	52	173	6	False	61
Materials science	192562407	2006	17	54	227	8	False	64
Materials science	192562407	2006	17	74	282	9	False	67
Materials science	192562407	2006	18	80	314	10	False	78
Materials science	192562407	2006	22	81	362	11	True	80
Materials science	192562407	2006	26	85	421	11	True	85
Materials science	192562407	2006	28	94	491	12	True	95
Materials science	192562407	2006	31	95	545	13	True	107
Materials science	192562407	2006	31	108	565	13	True	114
Materials science	192562407	2006	34	121	1085	16	True	115
Materials science	192562407	2006	36	124	1263	16	True	145
Materials science	192562407	2006	37	423	8566	45	True	389
Materials science	192562407	2007	11	14	35	4	False	14
Materials science	192562407	2007	13	29	45	4	False	22
Materials science	192562407	2007	14	44	67	4	False	26
Materials science	192562407	2007	14	64	112	6	False	28
Materials science	192562407	2007	15	88	262	9	False	58
Materials science	192562407	2007	18	89	266	9	False	68
Materials science	192562407	2007	31	96	936	14	True	78
Materials science	192562407	2007	32	159	1242	22	True	214
Materials science	192562407	2007	36	243	3854	28	True	394
Materials science	192562407	2008	2	1	0	0	False	3
Materials science	192562407	2008	12	5	25	3	False	7
Materials science	192562407	2008	15	25	94	5	False	15
Materials science	192562407	2008	16	28	115	5	False	24
Materials science	192562407	2008	16	30	193	8	False	26
Materials science	192562407	2008	17	34	236	9	False	30
Materials science	192562407	2008	20	41	302	10	False	41
Materials science	192562407	2008	21	43	302	10	False	44
Materials science	192562407	2008	21	46	371	10	False	48
Materials science	192562407	2008	24	49	384	12	False	55
Materials science	192562407	2008	24	68	403	12	False	67
Materials science	192562407	2008	24	92	437	12	False	78
Materials science	192562407	2008	24	123	485	13	False	84
Materials science	192562407	2008	26	124	614	13	False	89
Materials science	192562407	2008	26	149	1245	16	False	144
Materials science	192562407	2008	27	157	1293	20	False	159
Materials science	192562407	2008	29	209	1374	21	True	176
Materials science	192562407	2008	29	210	1976	24	True	204
Materials science	192562407	2008	29	297	4468	27	True	225
Materials science	192562407	2008	31	303	4623	35	True	288
Materials science	192562407	2008	37	303	6414	42	True	288
Materials science	192562407	2008	38	330	10470	50	True	306
Materials science	192562407	2008	39	432	12555	59	True	389
Materials science	192562407	2008	40	481	12555	59	True	432
Materials science	192562407	2009	4	4	8	1	False	5
Materials science	192562407	2009	14	6	11	2	False	9
Materials science	192562407	2009	15	15	22	3	False	17
Materials science	192562407	2009	15	33	144	6	False	38
Materials science	192562407	2009	16	34	172	7	False	42
Materials science	192562407	2009	21	54	175	8	False	44
Materials science	192562407	2009	22	55	304	10	False	51
Materials science	192562407	2009	22	63	453	12	False	62
Materials science	192562407	2009	25	69	646	13	False	63
Materials science	192562407	2009	26	74	655	14	True	64
Materials science	192562407	2009	27	77	705	15	True	66
Materials science	192562407	2009	28	85	719	15	True	98
Materials science	192562407	2009	28	101	920	17	True	109
Materials science	192562407	2009	30	137	1460	20	True	136
Materials science	192562407	2009	38	148	1664	22	True	149
Materials science	192562407	2009	39	250	9007	40	True	208
Materials science	192562407	2010	14	39	97	5	False	9
Materials science	192562407	2010	16	72	124	6	False	26
Materials science	192562407	2010	16	82	131	7	False	42
Materials science	192562407	2010	21	99	280	9	False	52
Materials science	192562407	2010	21	133	371	12	False	62
Materials science	192562407	2010	25	158	589	13	False	107
Materials science	192562407	2010	27	167	643	14	False	114
Materials science	192562407	2010	30	174	677	15	False	141
Materials science	192562407	2010	34	203	1268	20	False	195
Materials science	192562407	2010	36	336	2345	25	True	207
Materials science	192562407	2010	37	383	3812	31	True	292
Materials science	192562407	2010	37	402	5355	37	True	335
Materials science	192562407	2011	9	58	255	8	False	47
Materials science	192562407	2011	18	59	293	9	False	57
Materials science	192562407	2011	19	65	309	10	False	70
Materials science	192562407	2011	20	73	454	12	False	72
Materials science	192562407	2011	21	117	483	12	False	77
Materials science	192562407	2011	25	130	598	14	False	135
Materials science	192562407	2011	29	146	1633	23	False	169
Materials science	192562407	2011	31	335	3672	29	True	235
Materials science	192562407	2011	40	355	4281	35	True	248
Materials science	192562407	2011	42	409	7377	39	True	394
Materials science	192562407	2011	46	620	12435	52	True	446
Materials science	192562407	2012	2	4	0	0	False	13
Materials science	192562407	2012	4	9	10	2	False	16
Materials science	192562407	2012	12	23	65	5	False	20
Materials science	192562407	2012	19	30	288	10	False	34
Materials science	192562407	2012	20	83	386	13	False	106
Materials science	192562407	2012	22	118	1157	16	True	147
Materials science	192562407	2012	22	136	1512	16	True	210
Materials science	192562407	2012	25	328	3192	27	True	235
Materials science	192562407	2013	11	14	38	4	False	19
Materials science	192562407	2013	13	15	72	4	False	29
Materials science	192562407	2013	13	32	74	5	False	30
Materials science	192562407	2013	16	36	79	6	False	33
Materials science	192562407	2013	17	39	103	6	False	37
Materials science	192562407	2013	20	43	126	6	False	37
Materials science	192562407	2013	21	45	155	6	False	47
Materials science	192562407	2013	22	54	160	7	False	51
Materials science	192562407	2013	23	68	217	9	False	58
Materials science	192562407	2013	24	95	541	11	False	60
Materials science	192562407	2013	30	95	676	15	False	64
Materials science	192562407	2013	32	112	768	15	False	67
Materials science	192562407	2013	33	113	1767	18	True	95
Materials science	192562407	2013	35	117	1835	22	True	110
Materials science	192562407	2014	7	6	1	1	False	17
Materials science	192562407	2014	10	11	84	5	False	17
Materials science	192562407	2014	11	18	205	7	False	17
Materials science	192562407	2014	13	18	216	8	False	19
Materials science	192562407	2014	15	32	222	9	False	26
Materials science	192562407	2014	18	45	234	9	False	31
Materials science	192562407	2014	19	45	292	10	False	41
Materials science	192562407	2014	19	46	364	10	False	42
Materials science	192562407	2014	21	62	481	11	False	56
Materials science	192562407	2014	23	83	586	13	False	75
Materials science	192562407	2014	24	92	620	14	False	78
Materials science	192562407	2014	24	100	803	15	False	82
Materials science	192562407	2014	24	117	804	16	False	88
Materials science	192562407	2014	26	118	1119	19	False	92
Materials science	192562407	2014	29	119	1406	19	False	106
Materials science	192562407	2014	29	127	1449	20	False	110
Materials science	192562407	2014	30	127	1620	20	False	112
Materials science	192562407	2014	31	130	1670	22	False	127
Materials science	192562407	2014	36	134	1823	23	True	134
Materials science	192562407	2014	36	134	2204	23	True	150
Materials science	192562407	2014	38	165	2418	25	True	150
Materials science	192562407	2014	38	200	2732	25	True	169
Materials science	192562407	2014	38	208	2973	29	True	178
Materials science	192562407	2014	39	242	2990	30	True	196
Materials science	192562407	2014	43	273	3089	30	True	200
Materials science	192562407	2014	43	292	3309	30	True	208
Materials science	192562407	2014	44	307	3920	31	True	235
Materials science	192562407	2014	45	352	4752	31	True	322
Materials science	192562407	2014	46	374	10921	48	True	382
Materials science	192562407	2014	46	464	13593	50	True	466
Materials science	192562407	2015	5	11	22	3	False	16
Materials science	192562407	2015	7	12	61	4	False	17
Materials science	192562407	2015	10	14	103	6	False	20
Materials science	192562407	2015	10	56	278	7	False	26
Materials science	192562407	2015	12	58	357	10	False	59
Materials science	192562407	2015	14	61	369	10	False	61
Materials science	192562407	2015	14	63	402	11	False	62
Materials science	192562407	2015	14	69	434	11	False	62
Materials science	192562407	2015	15	73	598	11	False	67
Materials science	192562407	2015	16	75	656	12	False	68
Materials science	192562407	2015	16	76	676	13	False	72
Materials science	192562407	2015	17	85	905	16	False	75
Materials science	192562407	2015	17	86	1009	17	False	85
Materials science	192562407	2015	18	116	1085	17	False	95
Materials science	192562407	2015	21	123	1095	17	False	97
Materials science	192562407	2015	22	125	1100	17	False	118
Materials science	192562407	2015	23	128	1202	18	True	128
Materials science	192562407	2015	24	134	1238	18	True	153
Materials science	192562407	2015	25	142	1269	20	True	156
Materials science	192562407	2015	28	149	1294	21	True	169
Materials science	192562407	2015	29	158	1867	21	True	175
Materials science	192562407	2015	31	182	1878	23	True	242
Materials science	192562407	2015	31	195	2010	24	True	244
Materials science	192562407	2015	34	245	2225	24	True	283
Materials science	192562407	2015	34	249	2286	25	True	287
Materials science	192562407	2015	34	266	2637	25	True	302
Materials science	192562407	2015	37	295	2798	27	True	303
Materials science	192562407	2015	42	310	2977	27	True	320
Materials science	192562407	2015	46	358	3007	28	True	397
Materials science	192562407	2015	46	591	18283	67	True	1911
Materials science	192562407	2016	5	1	0	0	False	2
Materials science	192562407	2016	8	1	1	1	False	4
Materials science	192562407	2016	8	3	32	1	False	11
Materials science	192562407	2016	8	7	49	1	False	21
Materials science	192562407	2016	9	30	50	4	False	32
Materials science	192562407	2016	13	43	77	4	False	46
Materials science	192562407	2016	18	51	274	8	False	66
Materials science	192562407	2016	18	61	374	10	False	74
Materials science	192562407	2016	19	82	394	12	False	74
Materials science	192562407	2016	21	104	600	13	False	106
Materials science	192562407	2016	21	110	813	13	False	117
Materials science	192562407	2016	23	150	961	15	False	134
Materials science	192562407	2016	28	173	1355	18	False	148
Materials science	192562407	2016	28	240	3629	33	True	209
Materials science	192562407	2017	16	7	120	5	False	30
Materials science	192562407	2017	18	33	662	11	False	32
Materials science	192562407	2017	22	61	862	16	False	34
Materials science	192562407	2017	22	79	1330	16	False	43
Materials science	192562407	2017	22	84	1566	21	False	64
Materials science	192562407	2017	22	95	1675	22	False	87
Materials science	192562407	2017	22	114	1698	23	False	95
Materials science	192562407	2017	23	120	1834	24	False	120
Materials science	192562407	2017	26	124	2343	24	False	128
Materials science	192562407	2017	27	134	2667	24	False	131
Materials science	192562407	2017	33	140	2739	26	False	145
Materials science	192562407	2017	34	159	2850	27	False	186
Materials science	192562407	2017	36	173	4713	29	True	186
Materials science	192562407	2017	36	232	5055	34	True	235
Materials science	192562407	2017	37	386	8459	40	True	269
Materials science	192562407	2017	39	463	8564	45	True	357
Materials science	192562407	2017	39	567	23984	74	True	368
Materials science	192562407	2017	45	677	27316	82	True	1911
Mathematics	33923547	1980	7	2	0	0	False	1
Mathematics	33923547	1980	8	2	2	1	False	3
Mathematics	33923547	1980	8	7	36	3	False	4
Mathematics	33923547	1980	9	11	37	4	False	7
Mathematics	33923547	1980	12	11	50	5	False	9
Mathematics	33923547	1980	13	12	80	5	True	10
Mathematics	33923547	1980	14	19	120	5	True	11
Mathematics	33923547	1980	14	20	122	6	True	11
